Observatoire des territoires - ANCT; ; ; ; ; ; ; ; ; 
Référentiel géographique : Communes (2024); ; ; ; ; ; ; ; ; 
Code;Libellé;Nombre d'Arrêtés de Catastrophes Naturelles publiés au J.O.;Evolution Surface agricole utilisée (SAU) (2010-2020) 2020;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Superficie 2021;Consommation d'espaces naturels, agricoles et forestiers (ENAF) entre le 1er janvier 2009 et le 1er janvier 2023
09264;Saint-Jean-de-Verges;6;-24.7;9.5;0;47.7;42.8;12.7;15.6
09265;Saint-Jean-du-Falga;4;-17.2;47.9;0;2.2;49.9;4;17.7
09266;Saint-Julien-de-Gras-Capou;5;-16.2;0;0;25.1;74.9;6.1;0.7
09267;Saint-Lary;4;20.1;0;0;90.1;9.9;33.9;0.7
09268;Saint-Lizier;12;-0.9;13.1;0;19.7;67.2;9;5.3
09269;Saint-Martin-de-Caralp;4;2.2;0;0;45.3;54.7;9.2;4.9
09270;Saint-Martin-d'Oydes;9;65;0;0;1.2;98.8;11.6;2.9
09271;Saint-Michel;5;-45;0;0;35.6;64.4;5.9;1.5
09272;Saint-Paul-de-Jarrat;7;-6.1;6;0;83.1;10.9;22.5;9.3
09273;Saint-Pierre-de-Rivière;4;-100;25.5;0;23.2;51.3;2.4;7.1
09274;Saint-Quentin-la-Tour;6;-38.9;0;0;33.1;66.9;9;1.5
09275;Saint-Quirc;9;-21.8;0;0;15.4;84.6;3.8;0.3
09276;Saint-Victor-Rouzaud;8;-16.4;0;0;28.2;71.8;12.8;2.4
09277;Saint-Ybars;13;-9.8;1;0;0.9;98.1;24.3;2.4
09279;Salsein;6;32.4;0;0;77.9;22.1;5.7;0
09280;Saurat;5;-54.8;0.9;0;86.5;12.6;44.3;2.5
09281;Sautel;5;-21.1;0;0;63.1;36.9;9.1;1
09282;Saverdun;15;7.8;6.3;0;10.5;83.3;61.5;33.3
09283;Savignac-les-Ormeaux;5;-51.8;2.1;0;94.6;3.3;28.3;1.1
09284;Ségura;10;26.9;0;0;59.6;40.4;8.8;0.9
09285;Seix;7;10.1;0.9;0;94;5.1;86.8;3.3
09287;Senconac;5;N/A - résultat non disponible;0;0;100;0;4.7;0.1
09289;Lorp-Sentaraille;9;-28.5;26.4;0;7.1;66.5;6.2;11
09290;Sentein;5;-43.7;0;0;91.2;8;59.2;0.4
09291;Sentenac-d'Oust;5;30.4;0;0;78.8;21.2;18.4;0.7
09292;Sentenac-de-Sérou;4;39.1;0;0;93.6;6.4;13.5;0.3
09293;Serres-sur-Arget;4;-20.5;3;0;70;27;17.7;4.8
09294;Sieuras;8;3.1;0;0;9.6;90.4;7.6;0.3
09295;Siguer;4;-96.8;0;0;95.8;2.9;38.7;0.8
09296;Aulos-Sinsat;4;-72.6;0;0;77.4;22.6;5;0.3
09297;Sor;4;33.1;0;0;57.9;42.1;1.1;0.1
09298;Sorgeat;6;-22.1;0;0;89.7;10.3;18.9;0.3
09299;Soueix-Rogalle;5;-40;2.4;0;74.1;23.6;13.7;1.5
09300;Soula;4;44.1;0;0;47.5;52.5;11.2;1
09301;Soulan;4;-2.9;0;0;78.7;21.3;23.8;1.2
09303;Surba;5;16;27.3;0;50.4;22.3;2.2;8.3
09304;Suzan;4;16.7;0;0;6.6;93.4;3;N/A - résultat non disponible
09305;Tabre;6;N/A - résultat non disponible;12.3;0;33.8;53.9;2.8;1.1
09306;Tarascon-sur-Ariège;8;N/A - résultat non disponible;24;0;57.6;18.4;8.7;6.3
09307;Taurignan-Castet;6;382.9;1;0;49.6;49.3;6.8;0.8
09308;Taurignan-Vieux;6;-10;4.3;0;44.4;51.3;5.9;1.2
09309;Teilhet;5;-71.2;0;0;50.1;49.7;9;1.3
09310;Thouars-sur-Arize;5;4.6;0;0;9.7;90.3;2.3;0.5
09311;Tignac;4;218.9;0;0;83.9;16.1;3.5;0
09312;La Tour-du-Crieu;5;-45;14.9;0;0;85.1;10.3;23.2
09313;Tourtouse;12;-4.5;0;0;35.6;64.4;11.9;0.7
09314;Tourtrol;5;-66.7;0;0;22.1;75.4;5;15.2
09315;Trémoulet;4;-3.8;0;0;0;100;3.9;0.2
09316;Troye-d'Ariège;4;26.1;0;0;38.7;61.3;8.2;1.4
09318;Unac;4;-37.5;0;0;67.2;32.8;2.6;0.5
09319;Unzent;4;-11.3;0;0;0;100;7.9;1.7
09320;Urs;4;N/A - résultat non disponible;0;0;78.3;21.7;0.9;0.2
09321;Ussat;4;45;8;0;70;22;4.4;0.9
09322;Ustou;9;-16.2;0.3;0;91.2;8.5;98.3;1.5
09323;Vals;7;-24.4;0;0;31.8;68.2;4.1;0.4
09324;Varilhes;7;-29.4;26.4;0;11.5;62.1;11.8;22.5
09325;Vaychis;5;22.8;0;0;74.2;25.8;4.5;0.2
09326;Vèbre;5;-14.3;0;0;80.9;19.1;5.2;0.5
09327;Ventenac;4;27.2;0;0;59;41;19.6;1.4
09328;Verdun;5;52.6;1.8;0;86;12.2;11.7;1.2
09329;Vernajoul;7;-10.2;6.1;0;50.9;41.1;9.1;5.3
09330;Vernaux;5;-55.3;14.5;0;78.7;6.9;6.1;0
09331;Le Vernet;6;-58.1;12;0;21.6;66.4;5.6;5.2
09332;Verniolle;6;41.7;17.3;0;0;82.7;11.3;16.1
09334;Val-de-Sos;5;19.5;0.7;0;95;4.3;53.1;6.8
09335;Villeneuve;4;N/A - résultat non disponible;0;0;77.9;22.1;5;0
09336;Villeneuve-d'Olmes;8;-7.8;18.1;0;38.4;43.4;5.9;2.6
09338;Villeneuve-du-Latou;9;-5;0;0;0;100;6.5;0.6
09339;Villeneuve-du-Paréage;4;11.8;4.3;0;0;95.7;11.5;5.6
09340;Vira;4;91.7;0;0;66.3;33.7;5.3;0.4
09341;Viviès;5;3.7;0;0;43.4;56.6;4.4;1.4
09342;Sainte-Suzanne;14;-6.7;0;0;0.1;99.9;10.4;2.3
10002;Ailleville;2;-77.3;0;0;28.1;71.9;5;0.1
10003;Aix-Villemaur-Pâlis;4;-11.4;3.9;0.3;24.4;71.4;75.3;8.2
10004;Allibaudières;3;-1.1;1.6;0;4.9;93.4;24.1;1.1
10005;Amance;5;-21.6;2;0;60.3;36.5;22.9;0.6
10006;Arcis-sur-Aube;4;65;22;0;13.8;64.2;9.5;1.9
10007;Arconville;4;21.3;0;0;46.8;53.2;15;0.6
10008;Argançon;3;-16.3;0;0;39.6;60.4;8.2;0.1
10009;Arrelles;3;-30.2;0;0;48.5;51.5;14.4;0.2
10010;Arrembécourt;4;38.3;0;0;9.3;90.7;7.1;0.4
10011;Arrentières;4;67.9;2.5;0;37.5;60;13.9;1.1
10012;Arsonval;6;-86.2;3.3;0;54.5;42.1;7.6;0.3
10013;Assenay;2;128.7;1.9;0;6.4;91.7;3.4;2.5
10014;Assencières;2;-0.4;3.4;0;0;96.6;7.4;6.4
10015;Aubeterre;2;-7.7;3.3;0;1.8;94.9;11.7;11.8
10017;Aulnay;2;22.4;3.1;0;4.9;91.9;10.4;0.9
10018;Auxon;7;9.3;2.1;0;20.1;77.8;25.5;8.3
10019;Val-d'Auzon;4;15.3;3;0;5.5;91.5;27.6;2
10020;Avant-lès-Marcilly;2;14;2;0;8.6;89.4;27.6;3
10021;Avant-lès-Ramerupt;2;-4.6;1.6;0;0.3;98.1;20.8;1.6
10022;Avirey-Lingey;5;11.9;1.7;0;26.7;71.7;17.9;0.5
10023;Avon-la-Pèze;2;15.3;2.6;0;9.4;88;12.7;6.3
10024;Avreuil;3;2.6;0;0;18.4;81.6;10.3;1.1
10025;Bagneux-la-Fosse;3;-10.2;1.7;0;39.9;58.4;22.9;1.2
10026;Bailly-le-Franc;3;-4.1;0;0.7;29.2;70;6;0.3
10027;Balignicourt;3;-1.2;0;0;4.7;95.3;13.1;0.2
10028;Balnot-la-Grange;2;1.2;0;0;14.4;85.6;20.1;0.3
10029;Balnot-sur-Laignes;2;56.1;2.7;0;46.3;51.1;10.1;1.2
10030;Barberey-Saint-Sulpice;4;-87;26.4;0;9.6;64;9.4;21.4
10031;Barbuise;3;-13.6;3.8;0;19.6;70.9;18.1;20.5
10032;Baroville;6;8.1;3.8;0;57.8;38.5;17.3;2.3
10033;Bar-sur-Aube;12;28.9;18.8;0;9.9;71.2;16.3;4.3
10034;Bar-sur-Seine;8;-2.3;8.3;0;40.3;51.4;27.5;8.3
10035;Bayel;6;0.2;4;0;64.4;31.6;23;0.1
10037;Bercenay-en-Othe;3;3.8;3.8;0;41;55.2;17.9;11.8
10038;Bercenay-le-Hayer;0;1.4;1.8;0;12.5;85.7;14.6;0.1
10039;Bergères;3;9.4;0;0;32.7;67.3;5.8;0.2
10040;Bernon;3;12.7;1.5;0;41.2;57.3;17.9;0.9
10041;Bertignolles;4;12.9;0;0;28.3;71.7;6.2;0.6
10042;Bérulle;2;8.3;1.6;0;27.9;70.4;16.5;1.1
10043;Bessy;2;10.7;3.7;0;18.1;78.2;7;0.2
10044;Bétignicourt;5;-27.9;0;0;12.4;87.6;3.2;0
10045;Beurey;3;-25.3;2.8;0;5.2;92.1;17.3;2.7
10046;Blaincourt-sur-Aube;5;-1.6;4.4;0;12.2;83.4;5.8;0.4
10047;Blignicourt;3;-63;7.3;0;4.5;88.2;4.3;0.1
10048;Bligny;4;9.1;1.8;0;50.9;47.3;22.7;0.3
10049;Les Bordes-Aumont;7;-37.2;6.4;0;0;93.6;5.5;3.6
10050;Bossancourt;5;160.8;5.5;0;42.6;52;6.9;1.5
10051;Bouilly;2;22.4;5.4;0;44.7;49.9;15.5;3.7
10052;Boulages;2;-33.4;3.1;4.8;11.6;80;11.5;0.3
10053;Bouranton;4;-2.4;6.7;0;0;93.3;8.2;3.8
10054;Bourdenay;2;-15.2;1.5;0;5.7;92.8;18.7;0.8
10055;Bourguignons;5;43.6;2.4;0;35.2;62.4;16.4;5
10056;Bouy-Luxembourg;3;14.6;4.3;0;1.5;94.2;12;10.1
10057;Bouy-sur-Orvin;3;1.6;0;0;5.9;94.1;6.7;0.7
10058;Bragelogne-Beauvoir;3;8.7;1.6;0;21.6;76.8;23.4;0.3
10059;Braux;2;-12.4;1.9;0;7.6;90.5;15.2;0.2
10060;Bréviandes;7;-10.5;27.4;0;26.7;46;6.1;29.8
10061;Brévonnes;2;12.5;3.1;0;7.5;62.1;19.8;3.4
10062;Briel-sur-Barse;6;11.3;2;0;23.4;74.6;12.4;1.3
10063;Brienne-la-Vieille;2;19;4.4;0;32.9;62.7;16.2;0.8
10064;Brienne-le-Château;6;2;20.6;0;36.9;42.5;21.6;6.2
10065;Brillecourt;2;-18.8;0;0;9.6;90.4;5.7;1
10066;Bucey-en-Othe;3;21.5;2.3;0;30.5;67.2;13;5.2
10067;Buchères;6;-33.6;43;0;6.4;47.8;7.1;24.2
10068;Buxeuil;3;1.5;10;0;4;86;4.4;1.7
10069;Buxières-sur-Arce;3;-9.3;2.4;0;36.4;61.2;10.4;2.3
10070;Celles-sur-Ource;6;7;12.5;0;22.9;64.6;9.6;3.7
10071;Chacenay;2;-15.3;0;0;30.8;69.2;7.8;0
10072;La Chaise;3;-34.8;0.3;0;78.9;20.8;8.8;0.3
10073;Chalette-sur-Voire;5;-39.7;8;0;2.9;89.1;5.6;0.4
10074;Chamoy;5;-36;2.9;0;39.9;57.1;16.7;2
10075;Champfleury;3;-7.1;1.8;0;0;98.2;18;7.4
10076;Champignol-lez-Mondeville;5;-13.4;0.9;0;58.2;40.9;44.2;1.8
10077;Champigny-sur-Aube;2;0.8;0;0;7.3;92.7;6.7;1.9
10078;Champ-sur-Barse;2;-0.4;0;0;65.6;33.7;7.1;1
10079;Channes;2;-17;2;0;37.2;60.8;14.3;0.5
10080;Chaource;4;-10.4;4.4;0;31.2;64.4;31.1;11.8
10081;La Chapelle-Saint-Luc;7;-57.7;61.3;0;9.9;28.9;10.5;23.7
10082;Chapelle-Vallon;2;24.6;2.1;0;3.6;94.3;19.2;2.7
10083;Chappes;8;159.3;3.3;0;50.5;46.2;9.8;2.8
10084;Charmont-sous-Barbuise;4;5;4.1;0;4.5;91.4;38.3;33.8
10085;Charmoy;2;37.6;3.2;0;0;96.8;6.9;0.4
10086;Charny-le-Bachot;2;30.2;3.9;0;5.3;90.8;13.6;4.8
10087;Chaserey;2;-45.5;0;0;11.9;88.1;6.9;0.1
10089;Châtres;4;-18.8;7.7;0;18.4;73.9;15.8;16.7
10090;Chauchigny;4;-9.4;3;0;11.1;85.8;9.7;1.1
10091;Chaudrey;3;-21;3.6;0;12;84.4;13.7;1
10092;Chauffour-lès-Bailly;5;-26.4;0;0;75.9;24.1;19;1.5
10093;Chaumesnil;2;-77.4;2.7;0;44;53.3;11.1;0.8
10094;Chavanges;4;10;2.3;0;5.9;91.7;29.8;2
10095;Le Chêne;4;-23;1.8;0;6.1;92.1;21;2.7
10096;Chennegy;3;80.5;2.2;0;54.3;43.5;23.2;2.2
10097;Chervey;2;67.8;2.7;0;30.7;66.7;13.3;1.8
10098;Chesley;2;5.9;2;0;12.6;85.4;21.2;1.2
10099;Chessy-les-Prés;5;-4.7;0;0;28.9;71.1;25.7;4
10100;Clérey;9;-12.7;3.8;1.4;16.7;70.1;18.8;7.1
10101;Coclois;2;-12.6;6.3;0;14.4;79.3;6.9;0.5
10102;Colombé-la-Fosse;5;18.2;3.1;0;22.6;74.3;9.3;0.4
10103;Colombé-le-Sec;2;-18.2;3.5;0;12.9;83.6;8.8;0.9
10104;Cormost;4;N/A - résultat non disponible;3.1;0;62.4;34.5;11.4;5.9
10105;Courcelles-sur-Voire;3;78.9;0.2;0;0;99.8;4.9;0.3
10106;Courceroy;2;-23.3;4.2;0;9.1;77.6;6.7;0.3
10107;Coursan-en-Othe;2;-8.1;0;0;19.3;80.7;9.3;2.2
10108;Courtaoult;4;20;0;0;43;57;8.4;0.4
10109;Courtenot;4;-46.6;3.1;0;42.3;54.6;8.4;1.4
10110;Courteranges;4;-2.1;7.6;0;3.6;88.8;6.5;4.2
10111;Courteron;2;-45.6;0;0;60.2;39.8;10.3;0.4
10112;Coussegrey;2;-31.3;2.2;0;20.3;77.5;16.2;1
10113;Couvignon;6;1.6;2.1;0;48;49.9;13.4;0.4
10114;Crancey;6;-18.1;9.2;0;37.6;50.9;8.8;1.4
10115;Creney-près-Troyes;3;8.2;12.2;0;3.5;84.3;15.8;16.3
10116;Crésantignes;3;-10.2;14.3;0;0;85.7;2.1;1.4
10117;Crespy-le-Neuf;2;-4.1;2.5;0;23.6;73.9;10.2;0.2
10118;Les Croûtes;8;21.6;0;0;30;70;7.1;0.2
10119;Cunfin;5;141.4;0.9;0;76.6;22.5;33.1;0.6
10120;Cussangy;2;-5;2.8;0;32.2;65;21.4;1.2
10121;Dampierre;6;30.4;6.2;0;16.4;77.4;29.4;3.8
10122;Davrey;3;-15.9;3;0;1.1;96;9.7;0.7
10123;Dienville;7;-4.2;6.8;0;48.9;27.2;20.3;5.2
10124;Dierrey-Saint-Julien;3;-20.3;1.6;0;6.8;91.6;21.2;5
10125;Dierrey-Saint-Pierre;3;-2;2;0;2.7;95.3;21.6;4.1
10126;Dolancourt;7;-91.5;9.5;0;24;66.5;4.9;0.4
10127;Dommartin-le-Coq;2;0.8;4.5;0;14.7;80.8;6.3;0.1
10128;Donnement;3;-4.3;0;0;4;96;11.2;0.1
10129;Dosches;4;-3.9;2.4;0;37.3;55.3;20.6;2.2
10130;Dosnon;2;15.7;1.2;0;42.1;56.7;28.7;2.4
10131;Droupt-Saint-Basle;3;0.7;2.8;0;7.2;87.7;18.6;4.1
10132;Droupt-Sainte-Marie;2;12.3;2.3;0;15.2;82;14.4;3.7
10133;Eaux-Puiseaux;3;-6.6;0;0;10.1;89.9;8.6;0.7
10134;Échemines;7;-1.6;0;0;6.2;93.8;18.2;0.9
10135;Éclance;3;-5;2.6;0;24.7;72.7;11.5;0.3
10136;Éguilly-sous-Bois;5;104.9;0;0;48;52;10.1;1.5
10137;Engente;4;12.5;0;0;35.8;64.2;5.1;0
10138;Épagne;3;2.7;7;0;22.4;70.6;3.9;1.2
10139;Épothémont;3;N/A - résultat non disponible;3.3;0;68.1;28.6;10.4;1
10140;Ervy-le-Châtel;5;25.6;3.7;0;37;59.3;21.4;2
10141;Essoyes;8;32.5;2.4;0;58.8;38.7;35.6;9.1
10142;Estissac;3;-29.8;6.6;0;33.1;60.3;25.7;6.1
10143;Étourvy;6;-0.3;1.6;0;22.9;75.4;15.4;0.4
10144;Étrelles-sur-Aube;3;-3.9;3.4;0;14.2;82.4;10.4;0.8
10145;Faux-Villecerf;3;28.6;2.2;0;0.9;96.9;21.3;1.7
10146;Fay-lès-Marcilly;2;-4.2;6.2;0;0;93.8;5.8;0.3
10147;Fays-la-Chapelle;2;13.5;0.4;0;0;99.6;0.6;0
10148;Ferreux-Quincey;2;-14;2.2;0;29.2;68.6;15.3;2.6
10149;Feuges;2;-10.2;3;0;0;97;11;3.7
10150;Fontaine;5;-37.2;6.3;0;17.8;75.9;5.7;0.3
10151;Fontaine-les-Grès;2;9.8;9.6;0;5.4;85;12.2;6.8
10153;Fontaine-Mâcon;3;-1.5;4.8;0;0;95.2;16;5.6
10154;Fontenay-de-Bossery;2;-24.3;0;0;4.1;95.9;8.4;0.7
10155;Fontette;2;-10.7;2.7;0;37.5;59.8;19.4;1.5
10156;Fontvannes;2;-9.9;3;0;21.7;75.3;13;2.9
10157;La Fosse-Corduan;2;39.6;4.4;0;10.7;84.9;3.7;1.1
10158;Fouchères;3;17.4;7.8;0;17.3;74.9;8.6;4.2
10159;Fralignes;2;-42.7;0;0;22.4;77.6;5.1;2.2
10160;Fravaux;2;-2.9;0;0;42.9;57.1;3.7;0
10161;Fresnay;2;-4.1;0;0;21.7;78.3;7.5;0
10162;Fresnoy-le-Château;7;29;2.7;0;12.1;85.2;11.5;4.4
10163;Fuligny;2;32.8;0;0;39.9;60.1;10.3;0
10164;Gélannes;4;-18.8;4.4;0;0;95.6;12.1;0.9
10165;Géraudot;2;-4.6;3.5;0;22.8;49.2;16.7;3.5
10166;Les Grandes-Chapelles;3;17;3;0;0;96.9;22.1;15.1
10167;Grandville;2;-20.4;2.7;0;20.7;76.5;9.2;1.2
10168;Les Granges;2;19.8;0;0;4.1;95.9;1.6;0.7
10169;Gumery;4;-17;2.7;0;8.3;89;10.9;1
10170;Gyé-sur-Seine;4;2.4;3.7;0;57.5;38.8;23.7;3.1
10171;Hampigny;3;-11.2;3.8;0;10.4;85.7;9.5;1.2
10172;Herbisse;2;-6;1.6;0;3.9;94.5;22;7.3
10173;Isle-Aumont;4;2.1;12.6;0;0.1;87.3;3.5;0.5
10174;Isle-Aubigny;2;6.5;1.9;0;11.2;86.9;18.8;1.8
10175;Jasseines;2;-4.8;3.8;0;4.4;91.8;16.3;1.3
10176;Jaucourt;12;-15.2;0;0;62.4;37.6;6.6;0.1
10177;Javernant;2;-1.1;5.5;0;46.2;48.3;5.6;2.3
10178;Jessains;7;-4.5;2.6;0;31.2;66;10.9;0.9
10179;Jeugny;4;-20;2.9;0;77.1;20.1;15.8;2.9
10180;Joncreuil;4;-13.7;0;0;19.2;80.8;10.6;0.3
10181;Jully-sur-Sarce;3;15;2.3;0;52.7;45;30.4;1.5
10182;Juvancourt;5;109.9;0;0;58.1;41.9;8.3;0.2
10183;Juvanzé;2;0.5;0;0;40.6;59.4;4.9;0
10184;Juzanvigny;5;26.7;0;0;29.1;70.9;7.6;0.2
10185;Lagesse;2;-7.4;3;0;23.8;73.2;12.6;0.6
10186;Laines-aux-Bois;2;10.2;3.2;0;28.6;68.2;16.4;4.6
10187;Landreville;5;10.4;5.1;0;29.3;65.6;14.2;0.6
10188;Lantages;4;-7.3;1.6;0;32.7;65.6;18.9;0.5
10189;Lassicourt;2;-31.5;9.9;0;5.1;64.2;7.7;0.3
10190;Laubressel;3;4;2.9;0;34.1;63;16.2;11.8
10191;Lavau;7;-53.9;25.1;0;6.1;68.8;5.7;30.4
10192;Lentilles;3;-15.4;2.5;4;34;54.5;17.2;1.4
10193;Lesmont;5;92.4;3.7;0;13.4;82.8;9.9;0.5
10194;Lévigny;3;-3.1;0;0;29.4;70.6;13.8;1.6
10195;Lhuître;3;2.4;2.2;0;36;61.9;35.8;3.5
10196;Lignières;5;-4.2;2.4;0;40.4;57.2;25.8;0.3
10197;Lignol-le-Château;4;-16.9;1.2;0;50.5;48.3;21.9;0.2
10198;Lirey;4;N/A - résultat non disponible;0;0;3.7;96.3;4.8;1
10199;Loches-sur-Ource;3;10.3;3.5;0;27.2;69.3;13.7;2
10200;La Loge-aux-Chèvres;3;-1.4;0;0;34.4;65.2;2.8;0.4
10201;La Loge-Pomblin;3;-26.5;0;0;67.9;32.1;5.2;0.3
10202;Les Loges-Margueron;4;-92.6;0;0;89.5;10.5;31.2;1.1
10203;Longchamp-sur-Aujon;7;-17.3;2.3;0;64.4;33.4;16.4;0.4
10204;Longeville-sur-Mogne;6;1.6;0;0;1.7;98.3;4.2;1.9
10205;Longpré-le-Sec;2;0.3;0;0;8.9;91.1;15.7;0
10206;Longsols;2;-11.1;3.4;0;6.7;90;12.6;1.2
10207;Longueville-sur-Aube;2;-21.3;2.5;0;8;89.5;11.6;1.6
10208;La Louptière-Thénard;4;19.6;1.8;0;0.6;97.5;13.7;1.9
10209;Lusigny-sur-Barse;5;-3.3;4.1;0;31.3;49.7;37.9;21.9
10210;Luyères;2;3.8;3.3;0;0.7;95.9;17.4;5.5
10211;Macey;2;19.2;3.1;0;12.3;84.6;20.5;7.9
10212;Machy;3;9.4;0;0;0.4;99.6;2.7;0.5
10213;Magnant;5;-12.7;2.9;0;8.5;88.6;15.3;1.2
10214;Magnicourt;4;-15.9;3.5;0;20.8;75.7;7.9;0.3
10215;Magny-Fouchard;5;-9.2;2.7;0;8.9;88.3;15.2;0.4
10216;Mailly-le-Camp;2;18.5;7.2;0;1.6;91.2;42.7;6.3
10217;Maison-des-Champs;2;5;0;0;6.9;93.1;4.3;0.2
10218;Maisons-lès-Chaource;3;14.9;5.2;0;6.8;88;5.8;0.6
10219;Maisons-lès-Soulaines;2;27;0;0;20.1;79.9;6.2;0
10220;Maizières-la-Grande-Paroisse;5;22.7;12.1;0;23.8;64.1;20.5;26.4
10221;Maizières-lès-Brienne;2;76.3;3.6;0;13.6;80.4;9.5;0.7
10222;Maraye-en-Othe;2;-30;0.6;0;75.3;24.1;42.3;2.2
10223;Marcilly-le-Hayer;2;7.4;1.9;0;33.9;64.2;34.3;1.2
10224;Marigny-le-Châtel;2;-6.3;7.6;0;4.2;88.2;20.3;7
10225;Marnay-sur-Seine;4;21.4;3.5;0;49;47.5;10.1;0.4
10226;Marolles-lès-Bailly;6;-3.3;7.5;0;3.8;88.8;4.4;1.1
10227;Marolles-sous-Lignières;6;58.2;2;0;50.8;47.1;15.1;2.3
10228;Mathaux;6;-13.4;2.7;0;9.5;64.2;12.4;1.8
10229;Maupas;3;172.2;0;0;53.4;46.6;4.3;1.3
10230;Mergey;6;-8.7;4;0;23.1;72.9;15;4.4
10231;Le Mériot;5;-5.2;4.5;0;45;38.9;12.6;8.6
10232;Merrey-sur-Arce;4;-10.5;3.4;0;19.4;77.2;8.4;2.3
10233;Méry-sur-Seine;7;7.6;13;0;24.6;59.8;12.4;4.8
10234;Mesgrigny;3;34.1;4.9;0;7.3;87.7;7.3;4.5
10235;Mesnil-la-Comtesse;2;-18.5;0;0;0;100;0.9;1
10236;Mesnil-Lettre;2;15.1;0;0;0.1;99.9;8.9;0.6
10237;Mesnil-Saint-Loup;3;-28.2;7.2;0;7.1;85.7;11.4;5.4
10238;Mesnil-Saint-Père;8;-7.3;5.6;0;27.7;36.6;17.4;12.5
10239;Mesnil-Sellières;5;-16.9;6.4;0;0;93.6;8.4;4
10240;Messon;2;-6.5;0;0;21.1;78.9;11.5;2.1
10241;Metz-Robert;3;1.1;0;0;22;78;4.3;0.2
10242;Meurville;3;5.2;1.7;0;50.4;47.9;16.4;0.1
10243;Molins-sur-Aube;2;-31.3;4.5;0;3.9;91.7;6.3;0.2
10245;Montaulin;5;38.3;4.9;0;16.5;78.6;12.4;11.9
10246;Montceaux-lès-Vaudes;2;0.6;3.2;0;43.6;48.6;10.1;2.1
10247;Montfey;3;-14.9;0.1;0;13.8;86.1;11.5;0.2
10248;Montgueux;3;25.2;6.7;0;15.5;77.8;11.2;2
10249;Montiéramey;3;42.6;8.7;0;5.9;85.2;6.7;1
10250;Montier-en-l'Isle;3;6.3;0;0;63.2;36.8;10.6;0.5
10251;Montigny-les-Monts;7;16.6;2.4;0;43.1;54.5;14.6;0.6
10252;Montmartin-le-Haut;2;5.4;0;0;0;100;1.6;0
10253;Montmorency-Beaufort;3;-13.2;3.4;0;2.2;94.5;9.4;0.4
10254;Montpothier;2;-15.7;8.5;0;9.9;81.5;7.7;2
10255;Montreuil-sur-Barse;5;4.6;6.8;0;17.6;75.6;13.1;1.5
10256;Montsuzain;3;9.5;2.4;0;3.7;93.9;19.6;4.6
10257;Morembert;2;20.1;0;0;44.1;55.9;2.5;0.5
10258;Morvilliers;2;-1.7;5.5;0;36.8;57.7;15.6;1.9
10259;La Motte-Tilly;3;6.9;8.3;0;22.1;65.5;11.6;1.8
10260;Moussey;3;-10.9;8;0;10.2;81.8;7.2;15.6
10261;Mussy-sur-Seine;6;5.4;3;0;71;26;28.1;1.7
10262;Neuville-sur-Seine;3;51.9;3.8;0;41.9;54.3;14.4;2.9
10263;Neuville-sur-Vanne;5;7.3;2.8;3.2;36.6;57.4;17.2;4.2
10264;Noé-les-Mallets;3;-3.3;3.6;0;10.5;85.9;8.3;1.1
10265;Les Noës-près-Troyes;4;25.1;100;0;0;0;0.7;0.7
10266;Nogent-en-Othe;2;76;0;0;64.5;35.5;9.1;0.1
10267;Nogent-sur-Aube;3;-6.5;3.9;0;10.2;85.9;16;0.5
10268;Nogent-sur-Seine;9;-78.9;25.9;0;26.1;46.4;20.1;17.1
10269;Nozay;4;7.3;1.8;0;5.8;92.3;15.8;7.3
10270;Onjon;3;-11.4;1.8;0;0.5;97.7;22.3;3.7
10271;Origny-le-Sec;2;-6.1;3.7;0;0.5;95.9;16.3;2.5
10272;Ormes;3;-17.3;3.2;0;8.4;88.4;10.1;2.9
10273;Ortillon;2;12.8;1.3;0;6.2;92.5;8;1.1
10274;Orvilliers-Saint-Julien;2;-9.6;2;0;1.2;96.8;23.9;4.6
10275;Ossey-les-Trois-Maisons;3;-0.4;5.4;0;7.1;87.5;16.2;3.6
10276;Paisy-Cosdon;5;-7.9;2.6;0;34.3;61.9;17.8;4.5
10278;Pargues;2;-0.2;2.4;0;26.7;70.8;14;0.5
10279;Pars-lès-Chavanges;2;-10.8;3.2;0;3.5;93.2;8.5;0
10280;Pars-lès-Romilly;2;-8.1;4.7;0;0.6;94.8;17.9;8.2
10281;Le Pavillon-Sainte-Julie;2;-22.6;1.6;0;13.3;85.2;22.9;2.2
10282;Payns;3;0;5.6;0;12.2;82.2;17;19.2
10283;Pel-et-Der;3;0.6;2.4;0;11;86.6;13.2;0.8
10284;Périgny-la-Rose;5;19.3;9.1;0;7.7;65.4;6.9;1.1
10285;Perthes-lès-Brienne;2;-1.5;0;0;0;100;3.6;0.3
10286;Petit-Mesnil;7;27.9;3.9;0;57.9;36.2;14.8;0.9
10287;Piney;5;2.3;1.5;0;36.4;44;71;10
10288;Plaines-Saint-Lange;5;1.2;4.2;0;74.3;21.6;10.7;1
10289;Plancy-l'Abbaye;3;15.6;2.5;0;23.4;74.1;41.4;12.1
10290;Planty;2;1.2;2.9;0;5.3;91.7;10.8;0.1
10291;Plessis-Barbuise;2;10.8;0;0;11.4;88.6;5.5;2.1
