Observatoire des territoires - ANCT; ; ; ; ; ; ; ; ; 
Référentiel géographique : Communes (2024); ; ; ; ; ; ; ; ; 
Code;Libellé;Nombre d'Arrêtés de Catastrophes Naturelles publiés au J.O.;Evolution Surface agricole utilisée (SAU) (2010-2020) 2020;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Superficie 2021;Consommation d'espaces naturels, agricoles et forestiers (ENAF) entre le 1er janvier 2009 et le 1er janvier 2023
43194;Saint-Hostien;12;9.3;4.1;0;29;66.9;13.5;8.3
43195;Saint-Ilpize;11;-42.9;1.5;0;57;41.5;11.8;1.4
43196;Saint-Jean-d'Aubrigoux;4;-27.3;0;0;44.3;55.7;17.8;2.5
43197;Saint-Jean-de-Nay;3;-3.6;0;0.6;19.5;79.9;28.3;3.6
43198;Saint-Jean-Lachalm;5;-10.4;0;0;41.1;58.9;34.6;4.3
43199;Saint-Jeures;4;3;1.8;0;45.6;52.4;34.1;18.2
43200;Saint-Julien-Chapteuil;11;6.2;3.6;0;39.8;56.5;28.3;22.5
43201;Saint-Julien-d'Ance;4;-2.1;0;0;44.7;55.3;17.8;4
43202;Saint-Julien-des-Chazes;5;16.2;0;0;58.7;41.3;6.6;0
43203;Saint-Julien-du-Pinet;7;-50.8;0;0;35.1;64.9;17.2;5.6
43204;Saint-Julien-Molhesabate;5;12.7;0;0;74.4;25.6;27.5;2
43205;Saint-Just-Malmont;5;-9.5;9.9;0;48;42.1;23.3;24.6
43206;Saint-Just-près-Brioude;3;7.4;0;0;41.2;58.8;46.9;4
43207;Saint-Laurent-Chabreuges;3;-24.9;3.1;0;59.3;37.6;8.3;4.4
43208;Sainte-Marguerite;3;80.4;0;0;71.5;28.5;5.4;0.2
43210;Saint-Martin-de-Fugères;6;-7.8;0;0;21.7;78.3;20.9;2.9
43211;Saint-Maurice-de-Lignon;8;-6.5;5.3;0;51.1;43.6;30.2;17.6
43212;Saint-Pal-de-Chalencon;5;3.5;1.3;0;29.3;69.5;29;18.7
43213;Saint-Pal-de-Mons;7;19.9;4.6;0;49.6;45.9;27.1;23.7
43214;Saint-Pal-de-Senouire;3;54.3;0;0;69.3;30.7;18.4;0.5
43215;Saint-Paul-de-Tartas;4;-15;0;0;27.3;72.7;27.5;2.9
43216;Saint-Paulien;9;-7.7;3.5;0;18.6;77.9;40.6;26.5
43217;Saint-Pierre-du-Champ;3;1.6;0;0;45.5;54.5;31.1;5.3
43218;Saint-Pierre-Eynac;12;-13;0.7;0;37.9;61.4;24;35.8
43219;Saint-Préjet-Armandon;4;-42.1;0;0;79.8;20.2;8.5;0.1
43220;Saint-Préjet-d'Allier;3;-2.7;0;0;61.1;38.9;24.5;0.6
43221;Saint-Privat-d'Allier;3;-2.7;0;0;42.2;57.8;37.7;4.3
43222;Saint-Privat-du-Dragon;4;7.6;0;0;34.4;65.6;21.7;0.9
43223;Saint-Romain-Lachalm;7;-4.2;2.6;0;42;55.4;19;21.1
43224;Sainte-Sigolène;8;6.1;13;0;38.4;48.6;30.6;40.6
43225;Saint-Vénérand;4;18.3;0;0;53.6;46.4;9.7;0.6
43226;Saint-Vert;4;-21;0;0;82.4;17.6;20.7;0.7
43227;Saint-Victor-Malescours;7;-19.4;0;0;32.7;67.3;14.5;7.6
43228;Saint-Victor-sur-Arlanc;3;8.7;0;0;53.6;46.4;11.9;1.1
43229;Saint-Vidal;5;-31.7;9.5;0;18.7;71.8;7.7;12.9
43230;Saint-Vincent;14;6.8;4;0;42.6;53;20.4;14.9
43231;Salettes;5;7.7;0;0;42.4;57.6;20.3;1.1
43232;Salzuit;3;7.7;9;0;28.5;62.5;8.1;2.4
43233;Sanssac-l'Église;9;1.2;3.7;0;2;94.3;15.3;20.7
43234;Saugues;7;11;1.9;0;34.2;63.9;78.8;15.3
43236;La Séauve-sur-Semène;8;-15.7;9.8;0;48.1;42.1;7.9;6.8
43237;Sembadel;3;-10.2;1.6;0;61.1;37.3;18.6;3.1
43238;Séneujols;4;-29.2;0;0;31.7;68.3;12.2;6.7
43239;Siaugues-Sainte-Marie;4;-0.2;1.1;0.5;26.2;72.2;40;5.4
43240;Solignac-sous-Roche;3;-36.4;0;0;54.4;45.6;8.7;3.2
43241;Solignac-sur-Loire;8;1.3;3.1;0;19.8;77.1;24;15.2
43242;Tailhac;3;2;0;0;56.1;43.9;12.5;0
43244;Tence;6;-1.8;4.4;0;47;48.4;52.1;29.7
43245;Thoras;6;17;0;0;60.2;39.8;44.9;3.8
43246;Tiranges;5;6.9;1;0;53.6;45.4;26.8;3.4
43247;Torsiac;5;58.6;0;0;62.6;37.4;9.1;0.3
43249;Valprivas;5;-9.2;1.4;0;58.2;40.4;23.7;6.3
43250;Vals-le-Chastel;3;0;0;0;90.8;9.2;4;0.2
43251;Vals-près-le-Puy;13;37.9;32.2;0;11.2;56.7;5.1;5.1
43252;Varennes-Saint-Honorat;3;-48.4;0;0;85.6;14.4;11.9;0.2
43253;Les Vastres;4;2.8;0;0;16.2;83.8;30.3;7.9
43254;Vazeilles-Limandre;3;10.1;0;0;23.5;76.5;11.7;3.8
43256;Venteuges;3;-4.8;0;0;42.7;57.3;39.4;6.7
43257;Vergezac;4;-4.8;1.3;0;17.8;80.9;20.3;9.7
43258;Vergongheon;15;0.8;10;0;9.4;80.6;12.6;11.7
43259;Vernassal;4;-2.6;1.8;0;29.3;68.9;19.2;2.1
43260;Le Vernet;4;19.1;0;0;31.5;68.5;3.8;0.2
43261;Vézézoux;7;2;8.5;0;58.1;33.4;7.1;6.5
43262;Vieille-Brioude;9;0.8;4.6;0;45.9;49.5;27.7;9.5
43263;Vielprat;6;-3.8;0;0;55;45;7.2;0.6
43264;Villeneuve-d'Allier;7;45.1;1.4;0;62.9;35.6;14.3;1.9
43265;Les Villettes;5;3.1;10.5;0;40.9;48.6;11.8;18.7
43267;Vorey;11;-4.8;2.1;0;65.2;32.8;39.2;9.6
43268;Yssingeaux;7;-1.2;6.5;0;34.9;58.5;80.6;77.3
44001;Abbaretz;5;-1;2.2;0;8.7;89.1;61.8;19.9
44002;Aigrefeuille-sur-Maine;5;-6.4;16.7;0;2.5;80.8;14.6;29.4
44003;Ancenis-Saint-Géréon;10;-11.9;35.5;0;6.7;50.5;27.6;62.3
44005;Chaumes-en-Retz;10;-0.7;10.1;0;8.1;81.8;76.6;64.4
44006;Assérac;4;7.2;5.2;7.6;8.7;77.1;32.9;12.9
44007;Avessac;4;4;1.1;0.6;6.8;91.1;76.5;14.7
44009;Basse-Goulaine;5;-18;48.6;0;1.2;44.9;13.7;68.1
44010;Batz-sur-Mer;7;1400;24.4;60.5;0;13.1;9.3;10.1
44012;La Bernerie-en-Retz;14;N/A - résultat non disponible;52;0.2;0;47.9;6.1;27.5
44013;Besné;4;8.1;16.2;12.7;6.9;64.2;17.5;19.9
44014;Le Bignon;3;26.1;8.3;0;5.2;86.4;27.5;70.8
44015;Blain;10;-6.7;6;0;6.5;87.5;101.7;67
44016;La Boissière-du-Doré;3;7.2;7;0;0;93;9.4;8.1
44018;Bouaye;6;29.5;33.5;0.3;8.2;58;13.8;45.4
44019;Bouée;4;8.5;2.9;22.2;0;73.9;21.3;5.4
44020;Bouguenais;12;50.2;40.6;0;8.4;50.7;31.5;77.1
44021;Villeneuve-en-Retz;12;21.7;5.5;14.6;3.2;76.6;73.7;35.1
44022;Boussay;8;9;7.6;0;1.7;90.8;26.4;13.5
44023;Bouvron;3;-16.5;2.6;0;2.7;94.7;47.6;26.8
44024;Brains;4;9.7;6.3;0;1.9;91.8;15.3;10.3
44025;Campbon;5;7.2;7;0;2;90.9;49.8;42.7
44026;Carquefou;13;-39;32.3;1.2;4.6;60.5;43.4;122.8
44027;Casson;3;-15.2;8.8;0.2;0;90.9;16.1;17.3
44028;Le Cellier;10;3.9;11.1;0;21.5;63.5;36;24.2
44029;Divatte-sur-Loire;8;-16.3;8;0;5.3;83.7;33.9;115.4
44030;La Chapelle-des-Marais;3;-44;16.1;49.8;11.8;22.3;18;17.5
44031;La Chapelle-Glain;2;-3.7;2.6;0;5;92.4;34.5;5.9
44032;La Chapelle-Heulin;3;-20.2;11.4;0;3.6;85.1;13.5;10.7
44033;La Chapelle-Launay;5;32.7;11.2;6.9;1;80.8;24.8;16.3
44035;La Chapelle-sur-Erdre;16;-1.8;31.5;0;8.5;57.1;33.4;45.3
44036;Châteaubriant;14;-6.2;26.8;0;1.6;70.8;33.6;50.1
44037;Château-Thébaud;7;-25.6;6.8;0;3.4;89.9;17.6;34.3
44038;Chauvé;7;11.5;4.4;0;0;95.6;41;18.8
44039;Cheix-en-Retz;2;8.8;7.2;0;5.8;87;8.3;10.6
44041;La Chevrolière;5;-15.6;11.9;0;10.5;76.3;32.6;97.5
44043;Clisson;14;6.4;33.7;0;0.6;65.8;11.3;29.8
44044;Conquereuil;7;-13;1.4;0;2.4;96.1;32.9;6.5
44045;Cordemais;4;2.5;6.9;1.7;4.1;80.3;37.2;31.7
44046;Corsept;7;21.2;2.9;20.5;0.6;67.5;23.6;7.5
44047;Couëron;7;16.9;18.1;1.1;1.1;74;44;86.2
44048;Couffé;3;12.6;2.3;0;3.2;94.5;40;21.1
44049;Le Croisic;3;387.5;66.5;0.3;6.1;27;4.5;3.9
44050;Crossac;5;-22.9;9.5;20.4;1.2;69;25.9;25.4
44051;Derval;5;-8.1;5.6;0;6.1;88.3;63.5;65.6
44052;Donges;4;15.5;15.8;9.4;0;65.5;48.5;65.5
44053;Drefféac;4;-5.7;10.6;0;5.8;83.6;14.2;28.8
44054;Erbray;5;1.7;5.7;0;5.2;89.1;58.2;31.6
44055;La Baule-Escoublac;9;5.3;45.9;0;4.1;49.6;22.2;34.6
44056;Fay-de-Bretagne;8;5.1;2.9;0;3.7;93.4;64.8;72.6
44057;Fégréac;4;-5.1;1.3;6;10.4;80.2;44.2;12.5
44058;Fercé;4;16.3;3.5;0;16.4;80.1;22;2
44061;Frossay;6;2.4;2;12.4;4.5;71.8;57.2;22.7
44062;Le Gâvre;2;31.6;3.2;0;82.5;14.3;53.6;16.9
44063;Gétigné;7;-0.6;9.5;0;7.7;82.8;24;43.8
44064;Gorges;14;3;13.7;0;0;86.3;15.8;28.3
44065;Grand-Auverné;3;-18.7;1.6;0;4.5;93.9;34.4;4.4
44066;Grandchamp-des-Fontaines;4;2.2;12;0;0.9;87.1;33.9;147.1
44067;Guémené-Penfao;13;-0.4;3;0;5.8;91.2;105.5;36.4
44068;Guenrouet;5;-4.6;4;2.4;6.2;87.1;69.9;30.1
44069;Guérande;6;2.1;14;21.4;3.4;60.4;81.4;103.5
44070;La Haie-Fouassière;4;-1.7;23.7;0;2.1;74.2;11.8;12.9
44071;Haute-Goulaine;6;17.9;13.7;7.3;2.1;76.9;20.6;39.1
44072;Herbignac;4;-1.7;6.1;5.7;12;76.1;71.4;63.8
44073;Héric;8;7.5;5.6;0;5.2;89.1;73.9;62.6
44074;Indre;3;N/A - résultat non disponible;40.1;9.1;3;30.3;4.7;1.2
44075;Issé;8;1.8;3.4;0;3;92.7;38.7;10.5
44076;Jans;6;16.7;3.7;0;2.7;93.6;33.2;14.9
44077;Joué-sur-Erdre;6;-6.2;2.5;0;9.9;83.9;54.5;29.7
44078;Juigné-des-Moutiers;2;32;1;0;62.2;35.9;24.6;1.6
44079;Le Landreau;14;-30.4;3.5;0;1.3;95.2;24;22.3
44080;Lavau-sur-Loire;4;-23.3;1.3;15.4;0;83.3;16.2;3
44081;Legé;8;-0.4;4.4;0;3.2;92.4;63.3;38.5
44082;Ligné;4;-9.6;5.1;0;0.6;94.4;45.4;58.9
44083;La Limouzinière;2;-6.7;3;0;1.3;95.7;29.5;103.4
44084;Le Loroux-Bottereau;4;8.3;5.5;3.4;1.6;89.5;45.3;55.8
44085;Louisfert;4;-5.1;4.6;0;8.1;87.3;18.2;10.3
44086;Lusanger;3;14.2;0.9;0;18.6;80.5;35.4;6.1
44087;Machecoul-Saint-Même;11;2.9;6.3;1.5;8.5;83.6;84.9;225.6
44088;Maisdon-sur-Sèvre;13;5.9;6.3;0;11.2;82.4;17.4;10.7
44089;Malville;6;5.1;6.3;0;13.1;80.6;31.2;18
44090;La Marne;9;-8;3.8;0;1.6;94.6;17.8;24.5
44091;Marsac-sur-Don;6;2.8;5.4;0;0.3;94.2;27.7;17.2
44092;Massérac;4;-27.9;1.7;6.2;0;92;18.8;3.3
44094;Mauves-sur-Loire;10;-0.3;11.5;2.9;5.2;76.8;14.8;9.2
44095;La Meilleraye-de-Bretagne;3;-12.6;4.4;0;24.9;70.7;27.6;14.1
44096;Mésanger;4;9.3;6.3;0;0.1;93.7;49.8;33.7
44097;Mesquer;6;1.4;24.5;16.9;9.7;48.8;16.7;25.4
44098;Missillac;6;-0.1;9.7;0.6;19.6;69.6;59.5;37.7
44099;Moisdon-la-Rivière;5;1.7;1.8;0;8.6;89.6;50.4;19.4
44100;Monnières;8;-19.2;6.3;0;1.1;92.6;9.8;13
44101;La Montagne;3;-100;63;0;6.8;30.2;3.6;3.9
44102;Montbert;3;-1.7;6.1;0;2.8;91.1;28.2;40.3
44103;Montoir-de-Bretagne;4;-37.7;46.1;4.9;0;38;36.8;54.5
44104;Montrelais;9;38.3;3.1;0;1.7;93.4;13.7;3.4
44105;Mouais;6;-10.9;0;0;0;100;9.9;1.1
44106;Les Moutiers-en-Retz;17;-49.9;22.1;16;5.8;56.1;9.6;16.9
44107;Mouzeil;3;-0.7;3.1;0;0;96.9;18.9;26.5
44108;Mouzillon;13;-25.1;7.9;0;0;92.1;16.5;18
44109;Nantes;15;19.3;83.4;0.4;1.8;7.6;65.2;66.8
44110;Nort-sur-Erdre;8;-1.2;7;1;1.9;89.7;66.6;64.2
44111;Notre-Dame-des-Landes;3;-5.2;2.6;0;2.4;95;37.4;51.3
44112;Noyal-sur-Brutz;3;-6.3;3.2;0;0;96.8;7.7;5.2
44113;Nozay;5;-11.2;6.7;0;4.6;88.7;57.7;62.5
44114;Orvault;15;41.7;35.8;0;6.7;57.4;27.7;51.6
44115;Oudon;12;-17.6;6.9;0;12.5;72.5;22.1;18.4
44116;Paimbœuf;4;N/A - résultat non disponible;25.7;9.7;2.3;2.3;2;3.1
44117;Le Pallet;13;-27.7;10.9;0;3.4;85.7;11.8;13.8
44118;Pannecé;4;13.2;2.7;0;0.1;97.2;30.6;7.6
44119;Paulx;8;0.7;2;0;0.7;96.3;35.9;30.8
44120;Le Pellerin;5;3.2;7.7;6.7;0.1;70.4;30.6;21.3
44121;Petit-Auverné;2;1;1.9;0;1.1;97;22.5;3.5
44122;Petit-Mars;5;10.4;5.4;14.3;3.1;75.8;26;12.3
44123;Pierric;3;-3.4;3.1;0;3.2;92.8;27.3;6.9
44124;Le Pin;2;10.2;1.5;0;1.3;95.9;25;5.3
44125;Piriac-sur-Mer;5;-26.5;40.6;0.8;10.9;47.7;12.4;17.3
44126;La Plaine-sur-Mer;4;-19.8;26.1;0.2;0;73.7;16.4;64.1
44127;La Planche;7;-5.3;5.8;0;0;94.2;24.4;23.6
44128;Plessé;3;3.7;2.5;0.8;13;83.7;104.4;82.4
44129;Pontchâteau;6;-6.7;16;0.5;2.6;81;55.8;130.4
44130;Pont-Saint-Martin;5;-19.6;13.4;0;2.4;84.2;21.9;56.9
44131;Pornic;10;-8.4;14.8;0.4;0.1;84.3;94.2;133.9
44132;Pornichet;6;4.7;56.5;0;6.9;36.6;12.7;43
44133;Port-Saint-Père;5;3.1;6.7;0;6.2;86.3;32.6;20.8
44134;Pouillé-les-Côteaux;4;-6.7;4.9;0;0;95;11.7;5.6
44135;Le Pouliguen;4;N/A - résultat non disponible;81.9;2.8;0.4;11.9;4.4;2.6
44136;Préfailles;3;N/A - division par 0;49.3;0.3;10.7;39.7;4.9;14
44137;Prinquiau;2;3.8;15;5.2;2.7;77.1;22.8;17.7
44138;Puceul;3;-7.5;4;0;4.1;91.9;20.1;17.4
44139;Quilly;3;1.4;6.8;0;0;91.4;17.7;9.1
44140;La Regrippière;5;-7.3;3.1;0;0;96.9;18.2;10.8
44141;La Remaudière;4;8.7;4.2;0;0;95.8;13;9.7
44142;Remouillé;7;6;3.7;0;0;96.3;21.4;45.7
44143;Rezé;12;-88.2;79.9;0;3.4;14.6;13.8;118.8
44144;Riaillé;5;4.1;2.8;0;24;70.6;50;14
44145;Rouans;9;7.5;6;0;2.1;91.9;37.7;27.1
44146;Rougé;4;8.8;1;0;8.2;90.7;56.3;12.3
44148;Ruffigné;5;-4.6;0.8;0;36.6;62.5;33.6;3
44149;Saffré;14;-1.3;3.7;0;9.6;86.4;57.5;18
44150;Saint-Aignan-Grandlieu;11;-66.9;24.3;0;14.5;58.9;17.9;37.8
44151;Saint-André-des-Eaux;2;-25.5;21.6;5.5;4.3;68.6;24.7;46.6
44152;Sainte-Anne-sur-Brivet;3;2.3;9.6;0;2.8;87.6;26;37.2
44153;Saint-Aubin-des-Châteaux;7;3.3;1.5;0;4.1;94.1;47.6;12.6
44154;Saint-Brevin-les-Pins;7;-12.1;38.5;6.5;3.3;36.1;19.3;47
44155;Saint-Colomban;5;-21.5;4.6;0;0;93.9;35.7;174.9
44156;Corcoué-sur-Logne;7;8.1;3.9;0;7.2;88.9;50.4;32.4
44157;Saint-Étienne-de-Mer-Morte;8;3.2;2.3;0;0;97.6;27.3;14.3
44158;Saint-Étienne-de-Montluc;6;0.4;7.7;0.9;1.7;89.1;57.6;82.9
44159;Saint-Fiacre-sur-Maine;8;-1.1;0;0;4.8;95.2;6;2.2
44161;Saint-Gildas-des-Bois;6;-4.1;11.8;0;8;79.5;33.4;28.7
44162;Saint-Herblain;8;-38;58.8;0.8;3.4;36.2;30;71.3
44163;Vair-sur-Loire;10;7;4.9;0.7;2.1;89.8;51.7;42.6
44164;Saint-Hilaire-de-Chaléons;10;-7.9;5.3;0;1;93.7;35;32.9
44165;Saint-Hilaire-de-Clisson;10;12.7;3.7;0;0;96.3;18.4;18.3
44166;Saint-Jean-de-Boiseau;4;10.8;23;0;2.6;68.7;11.4;15.8
44168;Saint-Joachim;9;72;3.5;86.2;0.2;5.6;86.2;11
44169;Saint-Julien-de-Concelles;7;32.5;11.1;4.5;0.9;76.5;31.7;53.9
44170;Saint-Julien-de-Vouvantes;3;2.2;2.4;0;0.4;97.3;25.6;4.7
44171;Saint-Léger-les-Vignes;2;-38.5;17.8;0;8.8;73.4;6.5;13.2
44172;Sainte-Luce-sur-Loire;12;69;52.3;0;0;42.3;11.4;41.5
44173;Saint-Lumine-de-Clisson;7;-7.8;2.7;0;1.6;95.7;18.3;7.9
44174;Saint-Lumine-de-Coutais;3;3.6;3.9;25.4;0.3;70.4;17.6;23.2
44175;Saint-Lyphard;2;21.6;15.3;7.7;1.9;75.1;24.6;39
44176;Saint-Malo-de-Guersac;5;-1.3;17.1;14.1;0;68.8;14.6;9.7
44178;Saint-Mars-de-Coutais;5;-5.6;2.6;10.5;1;85.8;34.7;15.6
44179;Saint-Mars-du-Désert;10;11.1;8.5;13.5;0;72;30.5;56.9
44180;Vallons-de-l'Erdre;17;-0.1;3.2;0;7.2;89.4;189;111.4
44182;Saint-Michel-Chef-Chef;9;-4.8;20;0.1;0.1;78.8;25.1;35
44183;Saint-Molf;3;6.2;5.9;11.5;8.1;74.4;22.8;34
44184;Saint-Nazaire;10;-5.9;53.3;2.3;0.4;39.9;46.8;86.6
44185;Saint-Nicolas-de-Redon;24;-3.4;14.6;0;13.9;69.2;22.3;21.2
44186;Sainte-Pazanne;6;-3.8;7.9;0;2;90.1;41.6;49.4
44187;Saint-Père-en-Retz;3;-8.3;5.2;0.7;2;92.1;62.7;58
44188;Saint-Philbert-de-Grand-Lieu;16;7.9;5;16.9;1.4;56.9;58.8;60.2
44189;Sainte-Reine-de-Bretagne;2;32;12.5;14.5;14.1;58.9;19.7;22.5
44190;Saint-Sébastien-sur-Loire;7;N/A - résultat non disponible;75;0;3.3;11.5;11.7;10.5
44192;Saint-Viaud;4;-15.5;4.6;0.7;4.4;90.3;32.6;28.7
44193;Saint-Vincent-des-Landes;3;-18.2;2.4;0;7.3;90.3;33.7;14.2
44194;Sautron;6;18.1;26.5;0;5;68.5;17.3;20.7
44195;Savenay;4;-7.4;23.4;0;6.5;70.1;26;64.6
44196;Sévérac;4;-8.2;7.6;4.1;16.3;72.1;22.4;12.3
44197;Sion-les-Mines;6;-8.2;2;0;7.7;89.7;54.7;13.1
44198;Les Sorinières;5;-24.6;33.1;0;1;65.9;13;60.4
44199;Soudan;7;-18;2.5;0;3.1;93.6;53.8;19.5
44200;Soulvache;2;-8.4;0;0;4.2;95.8;11.3;6.4
44201;Sucé-sur-Erdre;4;2.7;9.7;10.7;5.8;64;41.3;41.5
44202;Teillé;4;-5.3;4.3;0;3.7;92.1;28.6;16.8
44203;Le Temple-de-Bretagne;3;-34.6;49.1;0;0;50.8;1.6;4.6
44204;Thouaré-sur-Loire;15;7.2;35.4;3.8;0;57.2;12.8;20.4
44205;Les Touches;3;0.7;2.9;0;0;97.1;35.1;20.5
44206;Touvois;8;8.2;2.3;0;11.6;86.1;39.2;17.6
44207;Trans-sur-Erdre;3;3.4;1.6;0;2.5;95.9;22.6;20.4
44208;Treffieux;5;18.2;4.4;0;0;92.9;19.1;18.6
44209;Treillières;5;-14.2;18.4;0;1.4;80.2;29;71.3
44210;Trignac;7;36.4;36.8;10.2;0;53;14.4;24.8
44211;La Turballe;6;20;25;7.1;11.7;56.2;18.5;28.8
44212;Vallet;9;-13.9;6.5;0;0.5;93;59;39.3
44213;Loireauxence;11;0.1;4.6;0;1.5;92.7;118.3;52.3
44214;Vay;2;-5;3.4;0;2;93.9;36.1;14.5
44215;Vertou;9;2.7;33.5;0;9;57.5;35.7;65.1
44216;Vieillevigne;8;-2;3.8;0;0.7;95.5;51.8;36.7
44217;Vigneux-de-Bretagne;5;-11.4;7.8;0;7.3;84.9;54.7;215.4
44218;Villepot;6;-10.9;1.4;0;0.1;98.5;20.6;4.5
44220;Vue;6;6.6;2.2;0;3.6;94.2;19.5;20.8
44221;La Chevallerais;3;12.8;7.9;0;0;92.1;10.2;5.7
44222;La Roche-Blanche;3;4.7;4.8;0;0;95.2;14.8;5.8
44223;Geneston;2;-10.3;24.7;0;3;72.3;8;11.3
44224;La Grigonnais;3;6.7;3.3;0;0;96.7;21.2;16.9
45001;Adon;4;-80.8;1.2;0;38.2;60.6;24.6;3.3
45002;Aillant-sur-Milleron;7;-9;1.8;0;13.9;84.2;26.9;2.3
45004;Amilly;23;22.5;26.3;0;31.7;40.6;40.3;78.5
45005;Andonville;2;-4.5;2.8;0;1.3;95.9;11.9;1.8
45006;Ardon;7;154.4;5.3;0;75.7;19;53.6;33.4
45008;Artenay;7;-30.6;11.5;0;0;88.5;20.5;26.6
45009;Aschères-le-Marché;3;2;5.1;0;0;94.9;20.9;4.6
45010;Ascoux;3;-17.3;13.6;0;0;86.4;6.8;5.6
45011;Attray;3;7.8;2.1;0;0;97.9;16.7;0.7
45012;Audeville;2;-12.2;2.1;0;0;97.9;12.7;0.5
45013;Augerville-la-Rivière;3;-47.5;7.6;0;8.6;83.8;4;0.4
45014;Aulnay-la-Rivière;3;-29.1;3.4;0;2.7;93.9;16.1;0.9
45015;Autruy-sur-Juine;2;3.6;1.9;0;9.1;88.9;27.1;8
45016;Autry-le-Châtel;8;7.6;1;0;17.6;81.5;50.6;12.2
45017;Auvilliers-en-Gâtinais;8;28.9;0;0;18.8;81.2;20.6;1.2
45018;Auxy;7;-24.1;7.2;0;0;92.8;20.3;7
45019;Baccon;3;-8.7;3.4;0;7.3;89.3;33;10.5
45020;Le Bardon;8;18.2;6.2;0;0.2;93.6;12.2;5.6
45021;Barville-en-Gâtinais;3;-45.1;3.5;0;0;96.5;10.3;0.6
45022;Batilly-en-Gâtinais;6;22.9;2.5;0;0;97.5;10.3;7.1
45023;Batilly-en-Puisaye;4;32.4;0;0;28.2;71.8;17.4;1.7
45024;Baule;10;26.2;19.6;0;0;76.4;12.1;46.7
45025;Bazoches-les-Gallerandes;7;3.2;3.8;0;0;96.2;36.7;20.7
45026;Bazoches-sur-le-Betz;7;-49.8;11.8;0;18.1;70.2;15.4;0
45027;Beauchamps-sur-Huillard;11;15.9;1.7;0;7.5;90.8;18.1;2.5
45028;Beaugency;10;11.6;24;0;0.7;67.5;16.4;33.3
45029;Beaulieu-sur-Loire;12;8.6;3.1;0;12.6;80.6;48.8;12.4
45030;Beaune-la-Rolande;12;30.1;9.5;0;1.1;89.4;20.6;8.5
45031;Bellegarde;7;-47.8;26.8;0;37.2;36.1;4.9;2.5
45032;Le Bignon-Mirabeau;5;17.2;0;3.3;21.2;75.5;12.8;0.1
45033;Boësses;4;-1.1;2.4;0;2.1;95.5;13.1;0.3
45034;Boigny-sur-Bionne;10;-1.2;18.9;0;38.3;42.8;7.5;31.5
45035;Boiscommun;9;-15.3;6.1;0;19.7;74.2;16.1;24.3
45036;Boismorand;6;-6.5;6.3;0;75.6;18.1;25.1;2.5
45037;Boisseaux;2;1.3;6.5;0;0;93.5;7.2;3.5
45038;Bondaroy;3;-8.2;5.6;0;6.1;88.3;6.9;1.7
45039;Bonnée;4;-44.6;5.4;0;11;78.1;11.6;16.9
45040;Bonny-sur-Loire;11;5.1;5.7;0;13.9;78.9;25.8;15
45041;Bordeaux-en-Gâtinais;2;-15.9;3.1;0;17.7;79.3;9.5;0
45042;Les Bordes;6;278;4.6;0;79.6;15.8;24;20.1
45043;Bou;9;-0.5;13.1;0;5.6;64.7;6.3;9.8
45044;Bougy-lez-Neuville;5;5;0;0;42;58;16.7;5.8
45045;Bouilly-en-Gâtinais;4;30.3;1.6;0;3.9;94.5;16;7.3
45046;Boulay-les-Barres;5;-17.5;9.3;0;3.4;87.3;12.4;7.7
45047;Bouzonville-aux-Bois;6;24.3;4.2;0;0;95.8;7.5;7.3
45049;Bouzy-la-Forêt;7;2.7;1.7;0;58;40.3;37.5;13.5
45050;Boynes;4;10.2;6.2;0;0;93.8;15.4;5.4
45051;Bray-Saint-Aignan;5;35.6;5.2;0;40.4;51.2;26.2;40.5
45052;Breteau;4;96.5;0;0.8;39.7;57.8;16.4;1.4
45053;Briare;9;-34.7;13.6;0;30.3;51.4;45.4;37.5
45054;Briarres-sur-Essonne;6;-82.2;4;0;3.4;92.6;8.2;2.8
45055;Bricy;6;44.6;41.3;0;0;58.7;12.7;3.3
45056;Bromeilles;3;-18.6;0;0;3.1;96.9;14.8;0.5
45058;Bucy-le-Roi;3;10;0;0;0;100;4.6;0.2
45059;Bucy-Saint-Liphard;6;51.2;0;0;58.5;41.5;17.8;4.6
45060;La Bussière;7;-22.8;1.4;0;58.2;39.6;35.2;7.7
45061;Cepoy;6;N/A - résultat non disponible;31.8;0;20.1;43.7;8.5;11.2
45062;Cercottes;8;-33.9;4.1;0;65.8;30.1;24.2;14.6
45063;Cerdon;7;-30.1;1.4;0;49.6;47.5;67.1;4.4
45064;Cernoy-en-Berry;6;-5.9;0;0;22.5;77.5;28.2;3.8
45065;Césarville-Dossainville;2;-9.6;0;0;0;100;19.1;0.2
45066;Chailly-en-Gâtinais;11;3.6;2.7;0;24.6;70.9;18.4;3.8
45067;Chaingy;14;2.1;14.6;0;18.1;66;21.7;37.7
45068;Châlette-sur-Loing;7;700;57.9;0;38.6;1.5;13.1;30
45069;Chambon-la-Forêt;6;-20.7;6.7;0;61;32.3;17.2;41.8
45070;Champoulet;4;N/A - résultat non disponible;0;0;62.8;30.9;9.4;0.4
45072;Chanteau;8;14.7;2.9;0;79.3;17.8;28.9;8.9
45073;Chantecoq;9;15;2.6;0;5.9;91.5;15.9;3.1
