#-----------------------------------------------------------------------------
# Date d'extraction : 11/02/2025 - 14h24 loc.
#-----------------------------------------------------------------------------
# Producteur : MF_DCSC
# Experience : TRACC2023_DISTRIBUTION
# Modele     : Q50
# Scenario :
#     REF : référence
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTXm_seas_JJA : Température maximale en été (°C)
#     NORTX30D_yr : Nombre de jours avec Tx >= 30°C (jour(s))
#     NORRx1d_yr : Intensité des précipitations extrêmes (max annuel des  précipitations totales) (mm)
#     NORIFM40_yr : Indicateur feux météo nombre de jours supérieurs à 40 (jour(s))
#     NORSWI04_yr : Nombre de jours avec SWI < 0.4 (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;NORTXm_seas_JJA;NORTX30D_yr;NORRx1d_yr;NORIFM40_yr;NORSWI04_yr;
#-----------------------------------------------------------------------------
10789;46.9523;1.9687;REF;23.94;11;34.46;3;69;
10790;46.9526;2.0738;REF;23.89;10.8;34.72;3;63;
10791;46.9528;2.1789;REF;23.94;11.2;34.37;2;72;
10792;46.9529;2.284;REF;23.9;11.2;35.67;2;86;
10793;46.9529;2.3891;REF;23.69;10.5;34.47;2;56;
10794;46.9528;2.4942;REF;23.83;11;35.15;2;60;
10795;46.9526;2.5993;REF;23.78;10.7;34.84;2;55;
10796;46.9523;2.7044;REF;23.62;10;35.26;2;83;
10797;46.9519;2.8095;REF;23.47;9.3;34.9;1;102;
10798;46.9514;2.9146;REF;23.67;10;35;1;113;
10799;46.9509;3.0197;REF;23.61;9.8;35.02;1;91;
10800;46.9502;3.1248;REF;23.35;8.4;33.72;1;111;
10801;46.9494;3.2299;REF;23.39;8.5;33.46;1;103;
10802;46.9486;3.335;REF;22.87;7.3;34.01;1;97;
10803;46.9476;3.4401;REF;22.96;7.4;35.7;1;79;
10804;46.9465;3.5451;REF;23.18;8.2;35.3;1;96;
10805;46.9454;3.6502;REF;23.64;10.5;37;0;102;
10806;46.9441;3.7553;REF;23.7;10.8;36.47;0;106;
10807;46.9428;3.8604;REF;22.77;7.8;37.32;0;98;
10808;46.9413;3.9654;REF;21.14;3.1;42.28;0;52;
10809;46.9398;4.0705;REF;21.35;3.4;47.65;0;71;
10810;46.9382;4.1755;REF;22.95;7.8;37.8;1;119;
10811;46.9364;4.2806;REF;22.24;5.4;38.16;1;85;
10812;46.9346;4.3856;REF;21.17;3.2;39.11;0;61;
10813;46.9327;4.4906;REF;21.97;4.8;38.35;1;93;
10814;46.9307;4.5957;REF;22.31;5.6;38.88;1;92;
10815;46.9285;4.7007;REF;23.79;11.2;38.32;1;65;
10816;46.9263;4.8057;REF;24.03;9.8;40.72;1;92;
10817;46.924;4.9107;REF;24.1;10.1;42.11;1;95;
10818;46.9216;5.0157;REF;24.27;10.8;42.38;1;109;
10819;46.9191;5.1207;REF;24.28;10.8;42.37;1;101;
10820;46.9165;5.2256;REF;24.29;10.8;42.83;1;101;
10821;46.9138;5.3306;REF;23.96;9.9;43.58;1;54;
10822;46.911;5.4355;REF;23.81;9.3;42.85;1;51;
10823;46.9082;5.5405;REF;23.7;8.8;44.34;1;50;
10824;46.9052;5.6454;REF;23.43;8;44.78;1;58;
10825;46.9021;5.7503;REF;22.69;5.6;50.95;0;29;
10826;46.8989;5.8552;REF;21.55;4.2;56.85;0;14;
10827;46.8957;5.9601;REF;20.63;2.7;58.67;0;10;
10828;46.8923;6.065;REF;20.26;2;53.16;0;8;
10829;46.8888;6.1698;REF;19.9;1.6;53;0;8;
10830;46.8853;6.2747;REF;19.76;1.5;51.65;0;10;
10831;46.8816;6.3795;REF;18.74;0.8;53.06;0;9;
10832;46.8779;6.4843;REF;17.85;0.3;54.92;0;10;
10892;46.9337;-2.2365;REF;22.41;3.8;32.32;2;113;
10893;46.9379;-2.1316;REF;22.4;3.8;32.33;2;122;
10894;46.9419;-2.0267;REF;22.38;3.8;32.36;2;151;
10895;46.9459;-1.9218;REF;22.38;3.7;32.49;2;160;
10896;46.9497;-1.8168;REF;22.72;5.1;34.29;3;154;
10897;46.9535;-1.7118;REF;23.35;8.1;33.6;4;150;
10898;46.9571;-1.6069;REF;23.25;7.6;33.33;4;147;
10899;46.9607;-1.5019;REF;23.26;7.3;33.5;3;145;
10900;46.9641;-1.3969;REF;23.24;7.6;33.15;4;150;
10901;46.9675;-1.2919;REF;23.15;7;33.65;3;143;
10902;46.9708;-1.1868;REF;22.99;6.8;34.06;3;140;
10903;46.974;-1.0818;REF;22.81;6.3;34.63;3;138;
10904;46.977;-0.9767;REF;22.68;6.1;34.9;3;134;
10905;46.98;-0.8717;REF;23.55;8.9;35.83;3;157;
10906;46.9829;-0.7666;REF;23.45;8.6;36.79;3;154;
10907;46.9857;-0.6615;REF;23.36;8.5;36.93;3;151;
10908;46.9884;-0.5564;REF;23.55;9.2;37.49;2;154;
10909;46.991;-0.4513;REF;23.66;9.8;35.97;2;155;
10910;46.9935;-0.3462;REF;24.41;13.6;31.89;4;186;
10911;46.9959;-0.2411;REF;24.6;14.1;31.25;4;166;
10912;46.9982;-0.1359;REF;24.73;14.4;31.79;4;168;
10913;47.0005;-0.0308;REF;24.16;11;30.23;3;136;
10914;47.0026;0.0744;REF;24.05;10.7;29.98;3;136;
10915;47.0046;0.1795;REF;24;10.5;30.2;3;127;
10916;47.0065;0.2847;REF;24.24;11.4;31.08;3;141;
10917;47.0084;0.3899;REF;23.75;9.4;32.14;3;136;
10918;47.0101;0.4951;REF;23.63;8.8;32.25;3;130;
10919;47.0117;0.6003;REF;24.11;10.4;32.45;3;137;
10920;47.0133;0.7055;REF;23.88;10.1;31.02;3;132;
10921;47.0147;0.8107;REF;23.67;9.5;31.15;2;135;
10922;47.0161;0.9159;REF;23.56;9.1;35.28;2;113;
10923;47.0173;1.0211;REF;23.35;8.4;35.44;2;125;
10924;47.0185;1.1263;REF;24.03;10.6;34.21;2;143;
10925;47.0195;1.2315;REF;23.32;8.4;35.07;2;131;
10926;47.0205;1.3367;REF;23.28;8.1;33.95;2;128;
10927;47.0214;1.442;REF;23.49;8.6;33.59;2;130;
10928;47.0221;1.5472;REF;23.58;9;32.51;2;127;
10929;47.0228;1.6525;REF;23.48;8.7;32.59;2;98;
10930;47.0234;1.7577;REF;23.67;10.3;32.62;3;59;
10931;47.0239;1.8629;REF;23.59;9.9;34.78;3;58;
10932;47.0243;1.9682;REF;23.85;10.7;34.54;3;66;
10933;47.0246;2.0734;REF;24.11;12;34.17;2;74;
10934;47.0247;2.1787;REF;24.02;11.5;34.64;2;99;
10935;47.0248;2.2839;REF;23.94;11.2;33.93;2;82;
10936;47.0248;2.3892;REF;23.89;11.2;33.48;2;65;
10937;47.0247;2.4944;REF;23.9;11.4;34.44;2;75;
10938;47.0246;2.5996;REF;23.87;11;34.63;2;87;
10939;47.0243;2.7049;REF;23.66;10.1;35.21;2;51;
10940;47.0239;2.8101;REF;23.5;9.7;35.36;2;97;
10941;47.0234;2.9154;REF;23.56;9.6;34.72;1;93;
10942;47.0228;3.0206;REF;23.78;10.3;34.88;1;98;
10943;47.0222;3.1258;REF;23.41;8.6;34.18;1;100;
10944;47.0214;3.2311;REF;23.12;7.8;33.92;1;86;
10945;47.0205;3.3363;REF;22.94;7.4;35.61;0;82;
10946;47.0196;3.4415;REF;22.58;6.7;36.11;1;77;
10947;47.0185;3.5468;REF;22.94;7.5;35.52;1;95;
10948;47.0173;3.652;REF;23.51;10;37.14;0;88;
10949;47.0161;3.7572;REF;23.54;10.1;37.88;0;106;
10950;47.0147;3.8624;REF;22.37;6.3;39.36;0;94;
10951;47.0133;3.9676;REF;20.65;2.3;44.7;0;36;
10952;47.0118;4.0728;REF;19.77;1.5;50.18;0;33;
10953;47.0101;4.178;REF;22.24;5.4;38.16;1;86;
10954;47.0084;4.2832;REF;23.33;9.2;37.04;1;127;
10955;47.0066;4.3884;REF;23.03;8.1;37.15;1;118;
10956;47.0046;4.4935;REF;22.74;7.1;37.61;1;98;
10957;47.0026;4.5987;REF;22.36;5.8;39.83;1;81;
10958;47.0005;4.7038;REF;22.34;5.8;39.84;1;66;
10959;46.9983;4.809;REF;23.64;8.8;35.89;1;33;
10960;46.996;4.9141;REF;24.1;10.3;36.79;2;79;
10961;46.9936;5.0193;REF;24.09;10.2;38.49;2;88;
10962;46.991;5.1244;REF;24.22;10.8;38.31;2;90;
10963;46.9884;5.2295;REF;24.16;10.5;37.69;2;74;
10964;46.9858;5.3346;REF;24.06;10.3;43.42;1;42;
10965;46.983;5.4397;REF;23.89;9.6;42.51;1;55;
10966;46.9801;5.5447;REF;23.69;8.7;42.55;1;47;
10967;46.9771;5.6498;REF;23.65;8.6;42.37;1;49;
10968;46.974;5.7549;REF;23.41;7.5;48.93;0;32;
10969;46.9708;5.8599;REF;22.56;5.5;54.65;0;14;
10970;46.9676;5.9649;REF;21.37;3.3;48.36;0;12;
10971;46.9642;6.07;REF;20.76;2.5;52.3;0;8;
10972;46.9607;6.175;REF;20.38;2;52.94;0;8;
10973;46.9572;6.2799;REF;20.09;1.8;52.69;0;8;
10974;46.9535;6.3849;REF;19.4;1.1;53.41;0;7;
10975;46.9498;6.4899;REF;17.12;0.1;54.45;0;5;
10976;46.9459;6.5948;REF;17.37;0.2;54.02;0;6;
11035;47.0056;-2.2426;REF;22.4;3.8;32.17;2;121;
11037;47.0138;-2.0325;REF;22.41;3.9;30.77;2;130;
11038;47.0177;-1.9275;REF;22.85;5.5;32.58;3;154;
11039;47.0216;-1.8224;REF;22.75;5.2;32.59;3;150;
11040;47.0253;-1.7173;REF;23.36;8;33.85;4;154;
11041;47.029;-1.6122;REF;23.41;8.2;33.44;4;149;
11042;47.0326;-1.507;REF;23.34;7.9;33.55;4;152;
11043;47.036;-1.4019;REF;23.27;7.7;33.11;4;152;
11044;47.0394;-1.2967;REF;23.18;7.4;33.15;4;150;
11045;47.0427;-1.1916;REF;23.04;7;33.43;3;142;
11046;47.0459;-1.0864;REF;23.4;8.5;33.17;3;157;
11047;47.049;-0.9812;REF;23.42;8.6;34.19;3;157;
11048;47.0519;-0.876;REF;23.37;8.6;34.6;3;147;
11049;47.0548;-0.7708;REF;23.18;8.2;36.5;3;145;
11050;47.0576;-0.6655;REF;23.09;7.8;35.98;3;143;
11051;47.0603;-0.5603;REF;23.15;8.1;36.42;2;146;
11052;47.0629;-0.455;REF;23.73;10;35.55;2;156;
11053;47.0654;-0.3498;REF;24.58;14;31.75;4;186;
11054;47.0679;-0.2445;REF;24.89;15;30.66;5;169;
11055;47.0702;-0.1392;REF;24.03;10.7;29.73;3;156;
11056;47.0724;-0.034;REF;24.32;11.6;29.84;3;150;
11057;47.0745;0.0713;REF;24.43;12.2;29.67;3;162;
11058;47.0765;0.1766;REF;24.38;12.1;29.71;3;148;
11059;47.0785;0.282;REF;24.08;10.3;32.84;3;142;
11060;47.0803;0.3873;REF;23.78;9.3;32.3;2;125;
11061;47.082;0.4926;REF;24.05;10.2;32.08;3;143;
11062;47.0837;0.5979;REF;23.88;9.4;32.12;3;135;
11063;47.0852;0.7033;REF;23.69;9.3;31.71;3;139;
11064;47.0867;0.8086;REF;23.65;9.4;31.17;2;133;
11065;47.088;0.914;REF;23.53;8.9;35.3;2;121;
11066;47.0893;1.0193;REF;23.69;9.5;34.66;2;136;
11067;47.0904;1.1247;REF;23.43;8.6;34.87;2;132;
11068;47.0915;1.23;REF;23.41;8.4;34.62;2;119;
11069;47.0925;1.3354;REF;23.54;8.8;32.9;2;133;
11070;47.0933;1.4408;REF;23.48;8.5;32.95;2;126;
11071;47.0941;1.5462;REF;23.6;9.1;32.31;2;131;
11072;47.0948;1.6515;REF;23.65;9.2;32.27;2;131;
11073;47.0954;1.7569;REF;23.68;9.3;32.52;2;108;
11074;47.0958;1.8623;REF;23.74;9.6;32.36;2;97;
11075;47.0962;1.9677;REF;23.98;11.3;33.05;3;73;
11076;47.0965;2.0731;REF;24.15;12.3;33.81;3;86;
11077;47.0967;2.1784;REF;24.22;12.4;33.16;3;100;
11078;47.0968;2.2838;REF;24.17;12.2;33.21;3;91;
11079;47.0968;2.3892;REF;24.02;11.5;33.4;2;76;
11080;47.0967;2.4946;REF;24.06;11.9;34.46;2;67;
11081;47.0965;2.6;REF;23.86;11;34.64;2;75;
11082;47.0962;2.7054;REF;23.68;10.3;34.71;2;64;
11083;47.0959;2.8108;REF;23.57;9.9;34.82;2;80;
11084;47.0954;2.9161;REF;23.63;10;34.79;2;94;
11085;47.0948;3.0215;REF;23.55;9.1;33.46;1;96;
11086;47.0941;3.1269;REF;22.95;7.4;34.73;1;93;
11087;47.0933;3.2323;REF;23.1;7.8;35.75;1;70;
11088;47.0925;3.3377;REF;22.24;5.9;36.34;0;58;
11089;47.0915;3.443;REF;22.11;5.5;36.47;0;77;
11090;47.0905;3.5484;REF;23.25;9.3;37.39;0;96;
11091;47.0893;3.6537;REF;23.41;9.8;37.76;1;96;
11092;47.088;3.7591;REF;23.24;9.2;37.95;1;101;
11093;47.0867;3.8644;REF;22.9;7.7;41.97;0;79;
11094;47.0852;3.9698;REF;21.42;3.7;43.75;0;44;
11095;47.0837;4.0751;REF;20.3;2.1;49.44;0;35;
11096;47.0821;4.1805;REF;21.66;4;47.31;0;48;
11097;47.0803;4.2858;REF;22.29;5.5;46.35;0;73;
11098;47.0785;4.3911;REF;22.92;7.5;36.52;1;107;
11099;47.0766;4.4964;REF;22.79;7;37.43;1;108;
11100;47.0745;4.6017;REF;22.3;5.5;37.88;0;98;
11101;47.0724;4.707;REF;21.76;4.5;40.37;1;61;
11102;47.0702;4.8123;REF;23.3;8.9;39.29;1;65;
11103;47.0679;4.9176;REF;23.78;9.2;37.2;2;57;
11104;47.0655;5.0229;REF;23.96;9.6;37.19;2;76;
11105;47.063;5.1281;REF;24.13;10.5;36.58;2;85;
11106;47.0604;5.2334;REF;24.23;10.9;37.57;2;76;
11107;47.0577;5.3386;REF;24.02;10;42.37;1;46;
11108;47.0549;5.4438;REF;23.89;9.6;42.51;1;49;
11109;47.052;5.549;REF;23.66;8.6;42.61;1;47;
11110;47.049;5.6542;REF;23.53;8.3;42.55;1;49;
11111;47.0459;5.7594;REF;23.41;8;44.38;1;51;
11112;47.0427;5.8646;REF;22.85;6.2;44.64;0;29;
11113;47.0395;5.9698;REF;22.64;5.2;45.74;0;18;
11114;47.0361;6.0749;REF;21.44;3.5;47.63;0;12;
11115;47.0326;6.1801;REF;20.59;2.3;48.51;0;10;
11116;47.029;6.2852;REF;20.34;1.9;47.95;0;8;
11117;47.0254;6.3903;REF;19.3;1;53.59;0;4;
11118;47.0216;6.4954;REF;18.66;0.7;50.44;0;4;
11119;47.0178;6.6005;REF;18.13;0.5;51.04;0;6;
11120;47.0138;6.7056;REF;17.07;0.1;53.56;0;8;
11179;47.0816;-2.1436;REF;22.89;5.5;31.86;3;139;
11180;47.0856;-2.0384;REF;22.78;5.2;32.69;3;139;
11181;47.0896;-1.9332;REF;22.74;5.2;32.05;3;154;
11182;47.0934;-1.8279;REF;22.73;5.2;32.79;4;154;
11183;47.0972;-1.7227;REF;23.49;8.5;33.61;4;149;
11184;47.1009;-1.6174;REF;23.47;8.3;33.31;4;139;
11185;47.1044;-1.5122;REF;23.34;7.9;33.55;4;145;
11186;47.1079;-1.4069;REF;23.23;7.6;33.91;3;141;
11187;47.1113;-1.3016;REF;23.28;7.9;33.53;3;131;
11188;47.1146;-1.1963;REF;23.6;9.2;33.49;3;154;
11189;47.1178;-1.091;REF;23.51;8.9;34.17;3;158;
11190;47.1209;-0.9856;REF;23.43;8.7;34.45;3;154;
11191;47.1238;-0.8803;REF;23.39;8.6;34.54;3;153;
11192;47.1267;-0.7749;REF;23.21;8.1;36.15;3;146;
11193;47.1295;-0.6696;REF;23.12;8;36.23;3;144;
11194;47.1323;-0.5642;REF;23.31;8.3;35.82;3;147;
11195;47.1349;-0.4588;REF;23.52;9;30.86;3;173;
11196;47.1374;-0.3534;REF;23.79;9.8;30.53;3;164;
11197;47.1398;-0.248;REF;23.86;10.1;29.81;3;137;
11198;47.1421;-0.1426;REF;24.04;10.7;29.72;3;160;
11199;47.1443;-0.0371;REF;23.98;10.6;29.8;3;166;
11200;47.1465;0.0683;REF;24.05;10.5;29.61;3;157;
11201;47.1485;0.1737;REF;24.11;10.5;31.74;3;160;
11202;47.1504;0.2792;REF;24.02;9.9;31.3;2;137;
11203;47.1522;0.3847;REF;23.96;10;32.7;3;132;
11204;47.154;0.4901;REF;23.8;9.3;32.77;3;148;
11205;47.1556;0.5956;REF;23.69;9.4;31.15;2;149;
11206;47.1572;0.7011;REF;23.52;9.1;31.83;3;148;
11207;47.1586;0.8066;REF;23.69;9.3;31.71;3;134;
11208;47.16;0.9121;REF;23.62;9.3;31.03;3;132;
11209;47.1612;1.0175;REF;23.75;9.6;35.02;2;130;
11210;47.1624;1.123;REF;23.56;9;35.17;2;126;
11211;47.1635;1.2286;REF;23.5;8.7;33.43;2;137;
11212;47.1644;1.3341;REF;23.24;8;34.42;2;121;
11213;47.1653;1.4396;REF;23.75;9.6;32.71;2;133;
11214;47.1661;1.5451;REF;23.75;9.5;32.18;2;124;
11215;47.1667;1.6506;REF;23.96;10.4;32.41;2;123;
11216;47.1673;1.7561;REF;23.88;10.2;32.53;2;128;
11217;47.1678;1.8617;REF;24.09;11.9;33.45;2;96;
11218;47.1682;1.9672;REF;24.1;11.9;33.44;2;111;
11219;47.1685;2.0727;REF;24.07;11.8;34.17;2;104;
11220;47.1687;2.1782;REF;24.08;11.8;33.41;2;95;
11221;47.1688;2.2838;REF;23.77;10.4;33.73;2;89;
11222;47.1688;2.3893;REF;23.65;10.2;33.44;2;107;
11223;47.1687;2.4948;REF;23.78;10.6;33.43;2;64;
11224;47.1685;2.6003;REF;23.77;10.6;33.37;2;63;
11225;47.1682;2.7059;REF;23.49;9.7;34.65;2;57;
11226;47.1678;2.8114;REF;23.61;10;35.57;2;44;
11227;47.1673;2.9169;REF;23.69;10.2;34.73;2;98;
11228;47.1668;3.0224;REF;23.61;9.2;33.41;1;89;
11229;47.1661;3.128;REF;22.64;6.7;34.25;1;66;
11230;47.1653;3.2335;REF;23;7.6;35.69;1;78;
11231;47.1644;3.339;REF;22.56;6.6;36.02;0;66;
11232;47.1635;3.4445;REF;22.47;6.4;36.11;0;83;
11233;47.1624;3.55;REF;23.22;9;38.4;0;95;
11234;47.1613;3.6555;REF;23.23;9.2;38.38;0;87;
11235;47.16;3.761;REF;22.92;8.1;38.32;0;86;
11236;47.1586;3.8665;REF;22.87;7.6;41.99;0;74;
11237;47.1572;3.972;REF;21.15;3.2;43.13;0;39;
11238;47.1557;4.0775;REF;20.15;1.6;45.39;0;23;
11239;47.154;4.1829;REF;21.41;3.7;42.56;0;28;
11240;47.1523;4.2884;REF;21.79;4.4;36.01;0;78;
11241;47.1504;4.3939;REF;22.81;7;36.61;1;98;
11242;47.1485;4.4993;REF;22.71;6.7;37.49;1;99;
11243;47.1465;4.6048;REF;22.3;5.5;37.88;0;101;
11244;47.1444;4.7102;REF;21.98;5;40.19;1;60;
11245;47.1421;4.8156;REF;21.75;4.5;40.78;1;62;
11246;47.1398;4.921;REF;23.9;11.5;38.25;1;55;
11247;47.1374;5.0265;REF;23.89;9.4;38.02;2;80;
11248;47.1349;5.1319;REF;24.03;9.9;38.37;2;81;
11249;47.1323;5.2372;REF;24.19;10.7;37.61;2;66;
11250;47.1296;5.3426;REF;24.19;10.8;36.76;2;86;
11251;47.1268;5.448;REF;23.64;8.6;41.65;1;52;
11252;47.1239;5.5534;REF;23.64;8.6;41.66;1;50;
11253;47.1209;5.6587;REF;23.79;9.2;41.58;0;43;
11254;47.1178;5.764;REF;23.61;8.7;41.92;0;35;
11255;47.1146;5.8694;REF;23.24;7.5;43.54;0;29;
11256;47.1113;5.9747;REF;22.86;5.8;45.42;0;15;
11257;47.108;6.08;REF;22.36;4.7;46.16;0;14;
11258;47.1045;6.1852;REF;22.05;4.2;47.51;0;14;
11259;47.1009;6.2905;REF;20.47;2.1;49.94;0;10;
11260;47.0973;6.3958;REF;19.47;1.2;51.55;0;5;
11261;47.0935;6.501;REF;19.03;0.9;51.37;0;3;
11262;47.0896;6.6062;REF;18.37;0.6;52.3;0;5;
11263;47.0857;6.7114;REF;18.22;0.5;51.43;0;8;
11321;47.1493;-2.2549;REF;22.88;5.5;32.28;2;126;
11322;47.1534;-2.1496;REF;22.7;5;32.53;2;146;
11323;47.1575;-2.0442;REF;22.69;5.1;32.13;3;152;
11324;47.1614;-1.9389;REF;22.63;5;32.21;3;154;
11325;47.1653;-1.8335;REF;22.72;5.2;32.82;4;155;
11326;47.1691;-1.7281;REF;23.4;8.3;33.25;4;144;
11327;47.1727;-1.6228;REF;23.39;8.3;33.58;4;128;
11328;47.1763;-1.5173;REF;23.37;8.1;33.39;3;114;
11329;47.1798;-1.4119;REF;23.37;8.2;33.38;3;111;
11330;47.1832;-1.3065;REF;23.23;7.7;32.81;3;112;
11331;47.1865;-1.201;REF;22.97;6.8;33.57;3;140;
11332;47.1897;-1.0956;REF;23.49;8.8;34.21;3;158;
11333;47.1928;-0.9901;REF;23.49;8.9;33.82;3;155;
11334;47.1958;-0.8846;REF;23.47;8.8;33.88;3;158;
11335;47.1987;-0.7791;REF;23.41;8.6;34.51;3;156;
11336;47.2015;-0.6736;REF;23.42;8.7;35.82;3;152;
11337;47.2042;-0.5681;REF;23.7;9.6;31.59;3;188;
11338;47.2068;-0.4626;REF;23.86;10;30.44;3;159;
11339;47.2093;-0.357;REF;23.91;10.1;29.98;3;151;
11340;47.2117;-0.2515;REF;23.79;9.8;30.21;3;154;
11341;47.214;-0.1459;REF;23.99;10.5;29.8;3;162;
11342;47.2163;-0.0403;REF;23.95;10.4;29.84;3;137;
11343;47.2184;0.0652;REF;24.01;10.7;30.66;3;155;
11344;47.2204;0.1708;REF;24.31;11.1;30.85;2;135;
11345;47.2224;0.2764;REF;23.84;9.4;31.46;2;128;
11346;47.2242;0.382;REF;23.41;8.5;32.5;2;114;
11347;47.2259;0.4876;REF;23.65;9;31.2;2;139;
11348;47.2276;0.5933;REF;23.73;9;31.52;3;135;
11349;47.2291;0.6989;REF;23.74;9.6;32.23;2;145;
11350;47.2306;0.8045;REF;23.83;9.9;31.26;3;144;
11351;47.2319;0.9101;REF;23.9;10.1;31.21;3;127;
11352;47.2332;1.0158;REF;23.79;9.7;32;2;126;
11353;47.2344;1.1214;REF;23.51;8.7;33.47;2;128;
11354;47.2354;1.2271;REF;23.22;8;33.65;2;133;
11355;47.2364;1.3327;REF;23.34;8.1;32.52;2;124;
11356;47.2373;1.4384;REF;23.79;9.4;32.14;2;122;
11357;47.238;1.544;REF;24.18;11.4;32.17;2;128;
11358;47.2387;1.6497;REF;24.24;11.7;32.93;2;143;
11359;47.2393;1.7554;REF;23.56;9.1;31.99;2;130;
11360;47.2398;1.861;REF;23.55;8.9;31.41;2;131;
11361;47.2402;1.9667;REF;24.04;11.6;33.51;1;114;
11362;47.2405;2.0724;REF;23.81;10.6;33.67;1;94;
11363;47.2406;2.178;REF;23.71;10.1;33.58;1;91;
11364;47.2407;2.2837;REF;23.39;9.1;33.67;1;75;
11365;47.2407;2.3894;REF;22.95;8.3;33.3;1;86;
11366;47.2406;2.495;REF;22.87;8.1;32.69;1;74;
11367;47.2405;2.6007;REF;22.68;7.6;32.88;1;79;
11368;47.2402;2.7064;REF;22.89;8;35.23;2;59;
11369;47.2398;2.812;REF;23.56;9.8;35.62;2;60;
11370;47.2393;2.9177;REF;23.91;11.9;34.73;2;116;
11371;47.2387;3.0234;REF;23.67;9.4;33.56;1;78;
11372;47.238;3.129;REF;23.45;9;35.15;1;81;
11373;47.2373;3.2347;REF;22.74;7.1;35.55;1;68;
11374;47.2364;3.3403;REF;22.44;6.4;36.13;0;56;
11375;47.2354;3.446;REF;22.86;8.7;35.73;1;95;
11376;47.2344;3.5516;REF;23.15;9.5;35.58;1;120;
11377;47.2332;3.6573;REF;23.37;10.1;34.27;1;115;
11378;47.2319;3.7629;REF;22.86;8.7;34.71;1;101;
11379;47.2306;3.8686;REF;22.53;6.4;41.26;0;75;
11380;47.2291;3.9742;REF;21.24;3.4;42.49;0;54;
11381;47.2276;4.0798;REF;20.59;2.3;44.03;0;26;
11382;47.226;4.1854;REF;20.86;2.6;43.33;0;28;
11383;47.2242;4.291;REF;21.56;3.9;36.22;0;90;
11384;47.2224;4.3966;REF;22.15;5.3;35.44;0;108;
11385;47.2204;4.5022;REF;22.42;5.7;37.15;1;100;
11386;47.2184;4.6078;REF;22.53;6.2;37.78;1;93;
11387;47.2163;4.7134;REF;22.22;5.4;40.25;1;62;
11388;47.2141;4.819;REF;21.58;4.1;40.55;1;54;
11389;47.2117;4.9245;REF;22.83;7.1;39.25;1;63;
11390;47.2093;5.0301;REF;23.82;9.3;38.11;2;60;
11391;47.2068;5.1356;REF;24.05;9.9;38.35;2;70;
11392;47.2042;5.2411;REF;24.09;10.2;38.33;2;66;
11393;47.2015;5.3467;REF;24.12;10.3;39.06;2;68;
11394;47.1987;5.4522;REF;23.86;9.5;43.6;1;52;
11395;47.1958;5.5577;REF;23.55;8.5;43.67;0;32;
11396;47.1928;5.6632;REF;23.73;9.1;42.09;0;38;
11397;47.1897;5.7686;REF;23.7;8.9;42.27;0;35;
11398;47.1865;5.8741;REF;23.65;8.8;42.95;0;32;
11399;47.1832;5.9795;REF;23.36;7.3;44.78;0;18;
11400;47.1798;6.085;REF;22.52;4.9;46.11;0;17;
11401;47.1764;6.1904;REF;21.73;3.9;46.96;0;13;
11402;47.1728;6.2958;REF;21.2;3.1;47.5;0;13;
11403;47.1691;6.4012;REF;20.38;2.1;48.6;0;8;
11404;47.1654;6.5066;REF;19.82;1.4;49.04;0;6;
11405;47.1615;6.612;REF;19.5;1.2;49.75;0;4;
11406;47.1575;6.7173;REF;18.56;0.6;50.93;0;4;
11407;47.1535;6.8226;REF;18.67;0.7;51.02;0;6;
11464;47.2211;-2.2611;REF;22.8;5.5;33.15;3;123;
11465;47.2253;-2.1556;REF;22.81;5.3;32.38;2;149;
11466;47.2293;-2.0501;REF;22.72;5.2;32.5;2;154;
11467;47.2333;-1.9446;REF;22.73;5.2;32.49;3;153;
11468;47.2372;-1.8391;REF;23.52;8.5;32.61;4;167;
11469;47.2409;-1.7336;REF;23.36;7.9;32.87;4;160;
11470;47.2446;-1.6281;REF;23.23;7.6;32.63;4;141;
11471;47.2482;-1.5225;REF;23.4;8.2;32.1;4;126;
11472;47.2517;-1.417;REF;23.45;8.3;33.27;3;110;
11473;47.2551;-1.3114;REF;23.11;7.4;33.49;3;126;
11474;47.2584;-1.2058;REF;23.49;8.8;33.04;3;158;
11475;47.2616;-1.1002;REF;23.49;8.8;33.05;3;157;
11476;47.2647;-0.9946;REF;23.51;9;34.37;3;152;
11477;47.2677;-0.8889;REF;23.35;8.5;35.06;3;152;
11478;47.2706;-0.7833;REF;23.45;8.7;34.43;3;153;
11479;47.2734;-0.6777;REF;23.74;9.7;31.54;3;179;
11480;47.2761;-0.572;REF;23.87;10.1;31.4;3;166;
11481;47.2787;-0.4663;REF;23.81;10;31.39;3;151;
11482;47.2812;-0.3606;REF;23.82;9.9;30.27;3;155;
11483;47.2836;-0.2549;REF;23.67;9.6;30.44;3;158;
11484;47.286;-0.1492;REF;23.91;10.2;30.41;3;160;
11485;47.2882;-0.0435;REF;24.04;10.1;30.76;3;139;
11486;47.2903;0.0622;REF;23.87;9.8;30.96;2;132;
11487;47.2924;0.1679;REF;24.08;10.1;31.06;2;128;
11488;47.2943;0.2737;REF;23.9;9.6;31.17;2;125;
