#-----------------------------------------------------------------------------
# Date d'extraction : 11/02/2025 - 14h24 loc.
#-----------------------------------------------------------------------------
# Producteur : MF_DCSC
# Experience : TRACC2023_DISTRIBUTION
# Modele     : Q50
# Scenario :
#     REF : référence
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTXm_seas_JJA : Température maximale en été (°C)
#     NORTX30D_yr : Nombre de jours avec Tx >= 30°C (jour(s))
#     NORRx1d_yr : Intensité des précipitations extrêmes (max annuel des  précipitations totales) (mm)
#     NORIFM40_yr : Indicateur feux météo nombre de jours supérieurs à 40 (jour(s))
#     NORSWI04_yr : Nombre de jours avec SWI < 0.4 (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;NORTXm_seas_JJA;NORTX30D_yr;NORRx1d_yr;NORIFM40_yr;NORSWI04_yr;
#-----------------------------------------------------------------------------
11489;47.2961;0.3794;REF;24.09;10.1;30.98;2;144;
11490;47.2979;0.4851;REF;23.78;9.3;32.01;2;142;
11491;47.2995;0.5909;REF;23.82;9.4;32.02;4;142;
11492;47.3011;0.6967;REF;23.85;9.5;32.91;4;142;
11493;47.3025;0.8024;REF;23.81;9.4;32;4;143;
11494;47.3039;0.9082;REF;23.79;9.3;32.02;4;116;
11495;47.3051;1.014;REF;23.79;9.2;32.05;4;123;
11496;47.3063;1.1198;REF;23.83;9.7;32.57;2;131;
11497;47.3074;1.2256;REF;23.57;8.7;32.8;2;121;
11498;47.3083;1.3314;REF;23.87;9.8;31.84;2;106;
11499;47.3092;1.4372;REF;23.8;9.9;31.81;2;116;
11500;47.31;1.543;REF;23.9;10.2;30.71;2;131;
11501;47.3107;1.6488;REF;23.88;10.1;31.73;2;126;
11502;47.3113;1.7546;REF;23.77;9.7;31.83;2;124;
11503;47.3117;1.8604;REF;23.64;9.3;31.79;2;124;
11504;47.3121;1.9662;REF;23.53;8.9;31.67;2;118;
11505;47.3124;2.072;REF;23.29;8.2;31.86;2;117;
11506;47.3126;2.1778;REF;23.73;10.2;33.95;2;88;
11507;47.3127;2.2836;REF;23.48;9.3;33.93;1;86;
11508;47.3127;2.3894;REF;22.79;7.3;34.67;1;74;
11509;47.3126;2.4952;REF;22.73;7.7;33.27;1;90;
11510;47.3124;2.6011;REF;21.81;5;34.57;1;68;
11511;47.3121;2.7069;REF;22.43;7;33.99;1;82;
11512;47.3117;2.8127;REF;22.89;8.2;34.09;1;32;
11513;47.3113;2.9185;REF;23.63;9.3;32.76;1;67;
11514;47.3107;3.0243;REF;23.52;8.8;32.86;1;59;
11515;47.31;3.1301;REF;23.1;7.9;33.65;1;80;
11516;47.3092;3.2359;REF;22.56;6.6;35.73;1;68;
11517;47.3084;3.3417;REF;22.52;6.6;36.21;1;57;
11518;47.3074;3.4475;REF;23.11;7.9;35.28;1;87;
11519;47.3063;3.5533;REF;23.11;9.4;34.85;1;98;
11520;47.3052;3.6591;REF;23.68;10.9;34.11;1;126;
11521;47.3039;3.7648;REF;22.83;8.6;34.59;1;115;
11522;47.3025;3.8706;REF;21.91;4.7;42.03;0;45;
11523;47.3011;3.9764;REF;21.49;3.9;42.86;0;41;
11524;47.2995;4.0821;REF;20.66;2.3;43.33;0;26;
11525;47.2979;4.1879;REF;20.78;2.7;37.15;0;61;
11526;47.2962;4.2937;REF;22.19;5.3;35.61;0;96;
11527;47.2943;4.3994;REF;22.04;5;35.73;0;91;
11528;47.2924;4.5051;REF;22.38;5.6;36.82;1;90;
11529;47.2903;4.6109;REF;21.43;3.9;37.36;0;55;
11530;47.2882;4.7166;REF;21.57;4.2;37.14;0;56;
11531;47.286;4.8223;REF;23.29;9;38.75;1;75;
11532;47.2837;4.928;REF;22.46;6.1;40.6;1;67;
11533;47.2812;5.0337;REF;23.66;9.4;39.23;2;54;
11534;47.2787;5.1394;REF;23.94;9.8;37.21;1;64;
11535;47.2761;5.245;REF;23.97;9.8;38.58;2;70;
11536;47.2734;5.3507;REF;23.95;9.7;38.76;2;78;
11537;47.2706;5.4564;REF;24.11;10.4;37.99;2;84;
11538;47.2677;5.562;REF;23.69;8.8;38.26;1;66;
11539;47.2647;5.6676;REF;23.89;9.6;41.9;0;38;
11540;47.2616;5.7732;REF;23.86;9.5;43.28;0;46;
11541;47.2584;5.8789;REF;23.76;9.1;42.93;0;36;
11542;47.2551;5.9844;REF;23.38;8.2;43.84;0;24;
11543;47.2517;6.09;REF;22.67;5.6;45.73;0;25;
11544;47.2482;6.1956;REF;22.64;5.2;45.72;0;17;
11545;47.2447;6.3011;REF;22.03;4.2;46.13;0;12;
11546;47.241;6.4067;REF;21.23;3.2;47.71;0;12;
11547;47.2372;6.5122;REF;20.3;1.9;48.7;0;9;
11548;47.2334;6.6177;REF;20.26;1.8;49.51;0;6;
11549;47.2294;6.7232;REF;20.11;1.7;49.72;0;5;
11550;47.2253;6.8287;REF;19.14;1;49.83;0;5;
11551;47.2212;6.9341;REF;18.55;0.6;52.31;0;5;
11599;47.2562;-3.1114;REF;20.55;0.8;33.65;1;145;
11605;47.2843;-2.4784;REF;22.79;5.4;33.79;3;126;
11606;47.2887;-2.3728;REF;22.67;5;33.94;3;154;
11607;47.293;-2.2673;REF;22.7;5.1;33.89;3;157;
11608;47.2971;-2.1617;REF;22.8;5.5;32.35;3;143;
11609;47.3012;-2.056;REF;22.79;5.5;33.32;4;144;
11610;47.3052;-1.9504;REF;23.51;8.4;32.01;4;158;
11611;47.309;-1.8448;REF;23.27;7.7;32.34;3;158;
11612;47.3128;-1.7391;REF;23.04;7.2;33.14;4;156;
11613;47.3165;-1.6334;REF;23.16;7.4;32.74;4;158;
11614;47.3201;-1.5277;REF;23.4;8;32.7;4;146;
11615;47.3236;-1.422;REF;23.18;7.3;33.08;4;147;
11616;47.327;-1.3163;REF;23.2;7.5;32.32;4;149;
11617;47.3303;-1.2106;REF;23.69;9.5;33.25;3;159;
11618;47.3335;-1.1048;REF;23.67;9.5;33.28;3;157;
11619;47.3366;-0.9991;REF;23.67;9.5;34.05;3;158;
11620;47.3396;-0.8933;REF;23.45;8.7;34.86;3;152;
11621;47.3425;-0.7875;REF;23.67;9.6;34.4;3;152;
11622;47.3453;-0.6817;REF;24.07;10.7;29.83;3;166;
11623;47.348;-0.5759;REF;23.79;9.9;29.86;3;175;
11624;47.3506;-0.4701;REF;23.93;10.4;29.69;3;160;
11625;47.3531;-0.3643;REF;23.91;10.2;31.27;3;160;
11626;47.3556;-0.2584;REF;24;10.6;30.07;3;151;
11627;47.3579;-0.1526;REF;24.07;10.2;31.2;2;138;
11628;47.3601;-0.0467;REF;23.86;9.7;30.68;2;128;
11629;47.3623;0.0591;REF;23.48;8.4;31.07;2;135;
11630;47.3643;0.165;REF;23.54;8.8;31.12;2;125;
11631;47.3662;0.2709;REF;23.48;8.6;30.88;2;119;
11632;47.3681;0.3768;REF;23.64;8.9;31.83;2;127;
11633;47.3698;0.4827;REF;23.64;9;31.71;2;131;
11634;47.3715;0.5886;REF;24.06;10.1;32.74;4;130;
11635;47.373;0.6945;REF;24.06;10.1;32.74;4;130;
11636;47.3745;0.8004;REF;24.07;10.2;32.1;4;112;
11637;47.3758;0.9063;REF;23.96;9.8;32.53;4;122;
11638;47.3771;1.0122;REF;23.55;8.3;32.87;3;134;
11639;47.3783;1.1181;REF;23.54;8.5;33.15;2;125;
11640;47.3793;1.2241;REF;23.67;9;33.14;2;116;
11641;47.3803;1.33;REF;23.69;9.5;30.55;2;116;
11642;47.3812;1.4359;REF;23.64;9.3;31.92;2;113;
11643;47.3819;1.5419;REF;23.71;9.6;31.86;2;115;
11644;47.3826;1.6478;REF;23.69;9.5;31.27;2;123;
11645;47.3832;1.7538;REF;23.71;9.5;30.77;2;117;
11646;47.3837;1.8597;REF;23.76;9.7;31.54;2;122;
11647;47.3841;1.9657;REF;23.67;9.4;31.62;3;121;
11648;47.3844;2.0716;REF;23.49;8.8;31.4;2;118;
11649;47.3846;2.1776;REF;23.85;10.7;33.84;2;92;
11650;47.3847;2.2835;REF;23.52;9.4;34.95;2;86;
11651;47.3847;2.3895;REF;23.13;8.2;35.34;2;87;
11652;47.3846;2.4955;REF;22.47;7.1;34.22;1;72;
11653;47.3844;2.6014;REF;22.21;6.3;35.22;1;70;
11654;47.3841;2.7074;REF;22.65;7.6;34.76;1;99;
11655;47.3837;2.8133;REF;22.8;7.9;34.18;1;68;
11656;47.3832;2.9193;REF;23.73;9.7;32.65;1;93;
11657;47.3826;3.0252;REF;23.46;8.6;32.92;1;55;
11658;47.382;3.1312;REF;23.27;8.3;33.04;1;72;
11659;47.3812;3.2371;REF;22.8;7.2;35.04;1;64;
11660;47.3803;3.343;REF;22.84;7.2;34.91;1;62;
11661;47.3793;3.449;REF;23.26;8.4;34.76;1;90;
11662;47.3783;3.5549;REF;23.31;9.9;34.65;1;84;
11663;47.3771;3.6608;REF;23.37;10;34.45;1;100;
11664;47.3759;3.7668;REF;22.8;8.5;34.63;1;92;
11665;47.3745;3.8727;REF;23.28;9.4;39.12;0;85;
11666;47.373;3.9786;REF;21.83;5.8;37.41;0;83;
11667;47.3715;4.0845;REF;21.19;4.1;37.68;0;50;
11668;47.3698;4.1904;REF;22.22;5.5;35.14;0;70;
11669;47.3681;4.2963;REF;22.11;6.4;35.53;1;86;
11670;47.3663;4.4022;REF;22.15;6.4;36.18;1;83;
11671;47.3643;4.5081;REF;22.41;5.8;35.72;1;72;
11672;47.3623;4.6139;REF;21.62;4.2;35.65;0;63;
11673;47.3601;4.7198;REF;21.1;3.2;36.09;0;48;
11674;47.3579;4.8256;REF;21.28;3.6;36.08;0;40;
11675;47.3556;4.9315;REF;22.48;6.1;35.03;0;52;
11676;47.3532;5.0373;REF;23.32;8.3;37.21;1;61;
11677;47.3506;5.1431;REF;23.85;9.4;37.33;1;52;
11678;47.348;5.249;REF;23.88;9.5;38.68;2;51;
11679;47.3453;5.3548;REF;24.07;10.2;38.45;2;82;
11680;47.3425;5.4606;REF;24.12;10.5;37.71;2;85;
11681;47.3396;5.5663;REF;23.63;8.6;37.02;1;56;
11682;47.3366;5.6721;REF;23.37;7.8;37.34;0;56;
11683;47.3335;5.7779;REF;23.28;7.2;41.51;0;33;
11684;47.3303;5.8836;REF;23.56;8.1;40.87;0;38;
11685;47.327;5.9894;REF;23.36;7.4;42.13;0;31;
11686;47.3236;6.0951;REF;22.96;6.6;44.58;0;24;
11687;47.3201;6.2008;REF;22.93;6.5;45.26;0;25;
11688;47.3165;6.3065;REF;22.4;5.2;45.15;0;22;
11689;47.3129;6.4121;REF;22.33;4.6;45.4;0;15;
11690;47.3091;6.5178;REF;21.65;3.7;45.9;0;15;
11691;47.3052;6.6235;REF;20.65;2.1;44.45;0;10;
11692;47.3012;6.7291;REF;20.57;2;43.5;0;10;
11693;47.2972;6.8347;REF;20.61;2.1;47.81;0;6;
11694;47.293;6.9403;REF;19.79;1.4;49.94;0;5;
11695;47.2887;7.0459;REF;19.12;0.9;51.1;0;3;
11741;47.3229;-3.2243;REF;20.27;0.8;33.97;1;148;
11742;47.3279;-3.1188;REF;20.34;0.8;33.89;1;145;
11744;47.3377;-2.9075;REF;20.56;0.8;33.3;1;145;
11748;47.3562;-2.4849;REF;22.63;4.8;33.96;3;154;
11749;47.3605;-2.3792;REF;22.66;5;33.92;3;162;
11750;47.3648;-2.2735;REF;22.82;5.5;33.49;3;158;
11751;47.369;-2.1677;REF;22.81;5.4;33.5;4;157;
11752;47.373;-2.062;REF;22.74;5.3;33.38;4;162;
11753;47.377;-1.9562;REF;23.24;7.7;32.54;3;157;
11754;47.3809;-1.8504;REF;23.07;7.2;32.22;4;154;
11755;47.3847;-1.7446;REF;23.15;7.3;32.1;4;156;
11756;47.3884;-1.6388;REF;23.26;7.7;31.93;4;156;
11757;47.392;-1.5329;REF;23.41;8.2;32.25;4;159;
11758;47.3954;-1.4271;REF;23.34;7.8;32.73;3;157;
11759;47.3988;-1.3212;REF;23.26;7.7;31.87;4;155;
11760;47.4021;-1.2153;REF;23.3;7.8;32.53;4;152;
11761;47.4053;-1.1095;REF;23.3;7.8;32.18;4;155;
11762;47.4085;-1.0036;REF;23.23;7.6;32.24;3;152;
11763;47.4115;-0.8976;REF;23.43;8.2;30.97;3;161;
11764;47.4144;-0.7917;REF;23.37;8.1;31.05;3;164;
11765;47.4172;-0.6858;REF;23.45;7.4;31.86;2;162;
11766;47.4199;-0.5798;REF;24.19;11.1;29.39;4;174;
11767;47.4225;-0.4739;REF;24.21;11.1;29.36;4;153;
11768;47.4251;-0.3679;REF;24.22;11.2;30.91;3;154;
11769;47.4275;-0.2619;REF;24.1;10.3;30.36;3;135;
11770;47.4298;-0.1559;REF;24.01;10.1;30.46;2;121;
11771;47.432;-0.05;REF;23.88;9.7;30.73;2;139;
11772;47.4342;0.0561;REF;23.77;9.3;31.01;2;143;
11773;47.4362;0.1621;REF;23.54;8.5;31.28;2;132;
11774;47.4382;0.2681;REF;23.54;8.7;30.81;2;136;
11775;47.44;0.3741;REF;23.4;8.4;30.94;2;130;
11776;47.4418;0.4802;REF;23.39;8.3;30.72;2;132;
11777;47.4434;0.5862;REF;23.7;8.8;31.99;4;144;
11778;47.445;0.6922;REF;23.72;8.9;31.97;4;129;
11779;47.4464;0.7983;REF;23.62;8.6;32.19;3;117;
11780;47.4478;0.9044;REF;23.78;9.2;31.64;3;133;
11781;47.449;1.0104;REF;23.81;9.3;32.65;4;131;
11782;47.4502;1.1165;REF;23.92;9.9;31.33;3;142;
11783;47.4513;1.2226;REF;23.73;9.1;32.89;2;128;
11784;47.4523;1.3286;REF;23.77;9.6;31.19;2;127;
11785;47.4531;1.4347;REF;23.73;9.6;32.12;2;110;
11786;47.4539;1.5408;REF;23.67;9.3;32.18;2;124;
11787;47.4546;1.6469;REF;23.61;9.1;31.39;2;121;
11788;47.4552;1.753;REF;23.65;9.3;30.76;2;121;
11789;47.4557;1.8591;REF;23.57;9;30.89;2;117;
11790;47.456;1.9652;REF;23.54;8.8;31.72;3;119;
11791;47.4563;2.0713;REF;23.53;8.9;32.09;2;112;
11792;47.4565;2.1774;REF;23.35;8.4;31.48;2;112;
11793;47.4566;2.2835;REF;23.66;9.8;35.21;2;87;
11794;47.4566;2.3896;REF;23.25;8.6;35.31;1;83;
11795;47.4565;2.4957;REF;22.86;8;33.84;1;94;
11796;47.4563;2.6018;REF;22.85;8;34.52;1;88;
11797;47.456;2.7079;REF;22.78;7.9;34.24;1;91;
11798;47.4557;2.814;REF;23.18;9;33.87;1;87;
11799;47.4552;2.9201;REF;23.77;9.8;33.41;1;105;
11800;47.4546;3.0261;REF;22.89;7.3;34.36;1;55;
11801;47.4539;3.1322;REF;22.74;6.9;34.49;1;61;
11802;47.4531;3.2383;REF;22.97;7.4;33.72;1;72;
11803;47.4523;3.3444;REF;23.13;9.5;34.6;1;73;
11804;47.4513;3.4505;REF;23.75;11.2;34.62;1;94;
11805;47.4502;3.5566;REF;23.68;11;34.46;1;81;
11806;47.4491;3.6626;REF;23.17;10.6;32.65;1;70;
11807;47.4478;3.7687;REF;23.74;12.5;34.81;1;87;
11808;47.4464;3.8748;REF;23.22;10.7;35.82;1;85;
11809;47.445;3.9808;REF;22.77;8.6;36.66;0;95;
11810;47.4434;4.0869;REF;22.67;8.1;36.33;0;87;
11811;47.4418;4.1929;REF;22.6;7.9;35.46;1;71;
11812;47.44;4.2989;REF;22.43;7.5;35.23;1;87;
11813;47.4382;4.405;REF;22.41;7.4;35.08;1;73;
11814;47.4362;4.511;REF;22.54;6.2;34.86;1;67;
11815;47.4342;4.617;REF;22.16;5.3;35.34;0;67;
11816;47.4321;4.723;REF;21.33;3.6;36.43;0;44;
11817;47.4298;4.829;REF;20.96;3;36.91;0;33;
11818;47.4275;4.935;REF;21.46;3.8;36.24;0;40;
11819;47.4251;5.041;REF;22.66;6.2;38.48;1;54;
11820;47.4226;5.1469;REF;23.51;8.3;36.88;1;46;
11821;47.4199;5.2529;REF;23.76;9.1;36.76;2;54;
11822;47.4172;5.3588;REF;23.89;9.4;36.92;2;74;
11823;47.4144;5.4648;REF;23.67;8.7;37.87;1;58;
11824;47.4115;5.5707;REF;23.74;8.9;36.8;1;62;
11825;47.4085;5.6766;REF;23.58;8.4;37.07;1;56;
11826;47.4054;5.7825;REF;23.44;8.1;37.51;1;54;
11827;47.4022;5.8884;REF;22.87;6.1;41.96;0;27;
11828;47.3989;5.9943;REF;23.19;7;42.03;0;29;
11829;47.3955;6.1001;REF;23.42;7.6;42.49;0;33;
11830;47.392;6.206;REF;23.4;8.2;43.98;0;23;
11831;47.3884;6.3118;REF;22.68;5.5;41.69;0;19;
11832;47.3847;6.4176;REF;22.48;5;41.63;0;18;
11833;47.3809;6.5234;REF;22.31;4.6;42.43;0;16;
11834;47.3771;6.6292;REF;21.29;2.9;44.01;0;11;
11835;47.3731;6.735;REF;21.53;3.3;43.23;0;11;
11836;47.369;6.8408;REF;20.64;2.1;44.27;0;10;
11837;47.3648;6.9465;REF;21.28;3;47.55;0;8;
11838;47.3606;7.0522;REF;20.73;2.3;47.57;0;7;
11884;47.3947;-3.2318;REF;20.51;0.8;33.7;1;151;
11887;47.4095;-2.9146;REF;20.56;0.8;33.3;1;151;
11891;47.428;-2.4914;REF;22.53;4.7;35.88;1;128;
11892;47.4324;-2.3855;REF;22.65;5;33.92;3;161;
11893;47.4366;-2.2797;REF;22.75;5.3;33.57;3;159;
11894;47.4408;-2.1738;REF;22.7;5.1;33.58;4;162;
11895;47.4449;-2.0679;REF;22.64;5;34.28;4;161;
11896;47.4489;-1.962;REF;23.41;8.1;31.99;3;160;
11897;47.4527;-1.856;REF;23.34;7.9;32.8;3;157;
11898;47.4565;-1.7501;REF;23.35;7.9;32.39;3;159;
11899;47.4602;-1.6441;REF;23.35;7.8;31.78;4;156;
11900;47.4638;-1.5382;REF;23.28;7.7;32.42;4;155;
11901;47.4673;-1.4322;REF;23.31;7.7;32.78;3;158;
11902;47.4707;-1.3262;REF;23.25;7.6;32.79;3;156;
11903;47.474;-1.2201;REF;23.19;7.5;33.24;4;154;
11904;47.4772;-1.1141;REF;23.09;7.3;33.27;4;152;
11905;47.4803;-1.0081;REF;23.05;7.2;32.93;3;151;
11906;47.4834;-0.902;REF;23.23;7.6;31.19;3;162;
11907;47.4863;-0.7959;REF;23.26;7.8;31.76;3;161;
11908;47.4891;-0.6899;REF;23.44;7.4;31.87;2;163;
11909;47.4918;-0.5838;REF;23.6;8.1;31.25;3;150;
11910;47.4944;-0.4777;REF;23.62;8;31.22;3;131;
11911;47.497;-0.3716;REF;23.97;9.8;30.66;3;137;
11912;47.4994;-0.2654;REF;23.91;9.7;31.12;3;143;
11913;47.5017;-0.1593;REF;23.86;9.6;31.17;3;140;
11914;47.504;-0.0532;REF;23.55;8.6;30.39;2;145;
11915;47.5061;0.053;REF;23.49;8.3;31;2;155;
11916;47.5082;0.1591;REF;23.54;8.5;30.94;2;160;
11917;47.5101;0.2653;REF;23.51;8.7;30.84;2;144;
11918;47.5119;0.3715;REF;23.32;8;31.04;2;136;
11919;47.5137;0.4776;REF;23.21;7.8;31.15;2;132;
11920;47.5154;0.5838;REF;23.17;7.7;30.87;2;137;
11921;47.5169;0.69;REF;23.46;8.5;31.39;4;143;
11922;47.5184;0.7962;REF;23.25;7.9;31.58;4;136;
11923;47.5197;0.9024;REF;23.51;8.8;30.8;4;147;
11924;47.521;1.0086;REF;23.47;8.6;31.1;4;140;
11925;47.5222;1.1148;REF;23.79;9.4;32.13;4;141;
11926;47.5232;1.2211;REF;23.93;9.9;32.67;4;137;
11927;47.5242;1.3273;REF;23.9;9.8;32.93;3;139;
11928;47.5251;1.4335;REF;23.87;9.7;31.99;4;135;
11929;47.5259;1.5397;REF;23.81;9.9;31.51;2;122;
11930;47.5265;1.646;REF;23.83;10.2;31.22;2;125;
11931;47.5271;1.7522;REF;23.76;9.6;31.18;2;126;
11932;47.5276;1.8584;REF;23.72;9.6;30.84;2;124;
11933;47.528;1.9647;REF;23.61;9.2;31.56;2;119;
11934;47.5283;2.0709;REF;23.42;8.6;31.67;2;116;
11935;47.5285;2.1772;REF;23.32;8.2;31.75;2;116;
11936;47.5286;2.2834;REF;23.73;10.1;35.14;2;96;
11937;47.5286;2.3896;REF;23.5;9.4;34.71;1;97;
11938;47.5285;2.4959;REF;23.32;9.3;34.09;1;104;
11939;47.5283;2.6021;REF;23.07;8.7;34.53;1;91;
11940;47.528;2.7084;REF;22.72;8.2;34.69;1;104;
11941;47.5276;2.8146;REF;23.31;9.6;34.07;1;115;
11942;47.5271;2.9208;REF;23.61;9.2;33.72;1;86;
11943;47.5266;3.0271;REF;23.15;8;34.07;1;88;
11944;47.5259;3.1333;REF;22.68;7.5;33.75;1;100;
11945;47.5251;3.2395;REF;22.54;7.2;33.67;1;67;
11946;47.5242;3.3458;REF;23.34;11.2;32.29;1;71;
11947;47.5232;3.452;REF;23.7;12.3;31.86;1;84;
11948;47.5222;3.5582;REF;23.99;13.4;31.51;1;90;
11949;47.521;3.6644;REF;23.67;12.2;31.82;1;86;
11950;47.5197;3.7706;REF;23.67;12.2;31.72;1;87;
11951;47.5184;3.8768;REF;23.49;11.5;32.06;1;99;
11952;47.5169;3.983;REF;23.12;10.3;32.58;1;109;
11953;47.5154;4.0892;REF;23.34;10.9;32.65;1;115;
11954;47.5137;4.1954;REF;23.17;9.6;34.19;1;102;
11955;47.512;4.3016;REF;23.13;9.5;34.24;1;97;
11956;47.5101;4.4078;REF;22.68;8.2;35.36;1;96;
11957;47.5082;4.5139;REF;23.16;8.4;34.93;1;75;
11958;47.5061;4.6201;REF;22.51;6.2;35.02;1;63;
11959;47.504;4.7262;REF;21.61;4.1;36.19;0;45;
11960;47.5018;4.8324;REF;21.7;4.4;36.11;0;44;
11961;47.4994;4.9385;REF;22;5;36.15;0;45;
11962;47.497;5.0446;REF;22.87;7.5;35.32;0;47;
11963;47.4945;5.1507;REF;23.26;7.7;36.75;1;33;
11964;47.4919;5.2568;REF;23.48;8.2;35.91;1;66;
11965;47.4891;5.3629;REF;23.7;9;37.83;2;71;
11966;47.4863;5.469;REF;23.51;8.3;37.93;1;46;
11967;47.4834;5.5751;REF;23.63;8.7;36.48;1;57;
11968;47.4804;5.6811;REF;23.71;8.8;37.34;1;58;
11969;47.4773;5.7872;REF;23.46;8;37.37;1;52;
11970;47.4741;5.8932;REF;23.22;7.4;38;0;50;
11971;47.4708;5.9992;REF;22.62;5.7;38.69;0;43;
11972;47.4674;6.1052;REF;22.94;6.3;42.44;0;29;
11973;47.4639;6.2112;REF;23.25;7.2;42.82;0;31;
11974;47.4603;6.3172;REF;23.59;8.8;40.9;0;26;
11975;47.4566;6.4231;REF;22.64;5.4;40.71;0;19;
11976;47.4528;6.5291;REF;22.84;6.2;40.28;0;18;
11977;47.4489;6.635;REF;22.95;6.5;40.2;0;17;
11978;47.4449;6.7409;REF;22.53;5.1;40.18;0;16;
11979;47.4409;6.8468;REF;22.27;4.5;41.38;0;15;
11980;47.4367;6.9527;REF;21.08;2.7;43.41;0;11;
11982;47.428;7.1644;REF;21.67;3.1;42.51;0;16;
11983;47.4236;7.2703;REF;20.02;1.4;44.74;0;10;
11984;47.419;7.3761;REF;20.94;2.3;43.02;0;11;
12028;47.4715;-3.1335;REF;21.05;1.7;33.95;1;122;
12031;47.4861;-2.8158;REF;22.49;4.5;35.1;1;151;
12032;47.4908;-2.7098;REF;22.54;4.6;35.04;1;148;
12033;47.4953;-2.6039;REF;22.57;4.6;36.13;1;110;
12034;47.4998;-2.4979;REF;22.51;4.7;35.91;1;139;
12035;47.5042;-2.3919;REF;22.26;3.9;36.19;1;152;
12036;47.5085;-2.2859;REF;22.23;4;35.39;1;147;
12037;47.5126;-2.1799;REF;22.59;5;38.67;2;142;
12038;47.5167;-2.0738;REF;23.32;7.9;33.1;3;158;
12039;47.5207;-1.9678;REF;23.36;8;32.65;3;162;
12040;47.5246;-1.8617;REF;23.29;7.7;32.89;3;151;
12041;47.5284;-1.7556;REF;23.24;7.6;32.57;3;149;
12042;47.5321;-1.6495;REF;23.15;7.4;32.36;4;154;
12043;47.5357;-1.5434;REF;23.21;7.6;32.18;4;157;
12044;47.5392;-1.4373;REF;23.15;7.4;32.74;4;158;
12045;47.5426;-1.3311;REF;23.14;7.4;32.75;3;154;
12046;47.5459;-1.2249;REF;23.14;7.4;32.25;3;155;
12047;47.5491;-1.1188;REF;23.32;8;31.27;3;164;
12048;47.5522;-1.0126;REF;23.29;7.8;31.32;3;163;
12049;47.5553;-0.9064;REF;23.2;7.6;31.24;3;161;
12050;47.5582;-0.8002;REF;23.34;7.2;31.46;3;162;
12051;47.561;-0.694;REF;23.39;7.2;31.4;3;162;
12052;47.5637;-0.5877;REF;23.63;8.1;31.33;3;162;
12053;47.5664;-0.4815;REF;23.67;8.2;30.12;3;146;
12054;47.5689;-0.3752;REF;23.65;8.1;31.3;3;136;
12055;47.5713;-0.269;REF;23.75;9.2;31.3;3;157;
12056;47.5737;-0.1627;REF;23.61;8.7;31.18;2;164;
12057;47.5759;-0.0564;REF;23.55;8.5;31.24;2;157;
12058;47.578;0.0499;REF;23.61;8.9;30.77;2;161;
12059;47.5801;0.1562;REF;23.61;8.8;30.77;2;159;
12060;47.582;0.2625;REF;23.51;8.7;31.01;2;146;
12061;47.5839;0.3688;REF;23.31;8.1;33.45;2;137;
12062;47.5856;0.4751;REF;23.31;8;31.05;2;150;
12063;47.5873;0.5815;REF;23.3;8.1;31.11;2;125;
12064;47.5888;0.6878;REF;23.15;7.7;32.4;4;133;
12065;47.5903;0.7941;REF;22.99;7.2;32.55;4;118;
12066;47.5917;0.9005;REF;23.33;8.3;31.66;4;138;
12067;47.5929;1.0068;REF;23.32;8.1;29.95;4;116;
12068;47.5941;1.1132;REF;23.37;8.2;30.09;4;123;
12069;47.5952;1.2196;REF;23.41;8.3;31.27;4;133;
12070;47.5962;1.3259;REF;23.62;9.2;31.08;4;121;
12071;47.597;1.4323;REF;23.93;9.9;31.91;4;101;
12072;47.5978;1.5387;REF;23.78;9.9;31.2;2;121;
12073;47.5985;1.645;REF;23.65;9.4;31.13;2;119;
12074;47.5991;1.7514;REF;23.53;8.9;30.34;2;124;
12075;47.5996;1.8578;REF;23.49;8.9;30.39;2;118;
12076;47.6;1.9642;REF;23.46;8.8;31.68;2;118;
12077;47.6003;2.0706;REF;23.41;8.5;31.65;2;116;
12078;47.6004;2.1769;REF;23.31;8.1;31.58;2;115;
12079;47.6005;2.2833;REF;23.76;10.4;34.16;2;97;
12080;47.6005;2.3897;REF;23.38;9.6;32.52;2;110;
12081;47.6004;2.4961;REF;23.25;9.3;32.67;2;117;
12082;47.6003;2.6025;REF;23.07;9.2;34.1;1;109;
12083;47.6;2.7089;REF;23.21;9.5;33.3;1;108;
12084;47.5996;2.8153;REF;23.34;9.7;34.04;1;113;
12085;47.5991;2.9216;REF;23.01;9.1;34.13;1;110;
12086;47.5985;3.028;REF;22.74;7.8;33.7;1;80;
12087;47.5978;3.1344;REF;22.61;7.3;33.84;1;85;
12088;47.597;3.2408;REF;22.4;6.9;34.49;1;75;
12089;47.5962;3.3471;REF;22.55;7.3;34.84;1;48;
12090;47.5952;3.4535;REF;23.07;10.2;32.87;1;65;
12091;47.5941;3.5599;REF;23.54;11.7;31.93;1;78;
12092;47.593;3.6662;REF;24.04;13.6;31.35;1;90;
12093;47.5917;3.7726;REF;23.72;12.3;31.66;1;81;
12094;47.5903;3.8789;REF;22.94;10;32.64;1;66;
12095;47.5889;3.9853;REF;23.22;10.8;32.41;1;86;
12096;47.5873;4.0916;REF;22.74;9.4;33.38;1;74;
